missing_value,normalization,outlier,model,outlier_bef_normalization_strat,outlier_bef_outlier_strat,outlier_after_outlier_strat,diff_sensitive_attr,ratio_sensitive_attr,cov,class_imbalance_ratio,corr_Age,corr_Workclass,corr_fnlwgt,corr_Education,corr_Education_Num,corr_Martial_Status,corr_Occupation,corr_Relationship,corr_Race,corr_Sex,corr_Capital_Gain,corr_Capital_Loss,corr_Hours_per_week,corr_Country,utility_sp
1,2,4,1,0.36800436800436803,0.04982254982254982,0.04978252129098286,0.19946,2.03013,0.04410442796934161,0.40882,1406.74566,1324.40957,1496.21082,1342.16361,1289.79522,1464.24945,1261.28503,1424.3834,1376.07618,1367.40259,1542.66774,1446.50087,1318.72621,1351.615,0.1344628392346973
1,2,5,1,0.36800436800436803,0.04982254982254982,0.05015181282371852,0.20029,2.02649,0.04431398262401629,0.41705,1452.82157,1368.2576,1523.15524,1349.25128,1316.67181,1482.96703,1325.15768,1420.33763,1416.58479,1400.10997,1704.70136,1470.7495,1361.43961,1346.92037,0.13558091887566415
1,2,6,1,0.36800436800436803,0.04982254982254982,0.050190731845154,0.19809,2.01898,0.04388323316678317,0.41877,1477.20444,1383.45833,1571.69818,1343.92489,1339.21688,1456.11393,1337.23357,1402.65862,1405.26202,1415.76494,1803.20568,1535.48875,1432.262,1329.91449,0.1321817559207081
1,2,7,1,0.36800436800436803,0.04982254982254982,0.050135358436170584,0.19773,2.01622,0.04382359983705125,0.41914,1511.1643,1401.6608,1595.77611,1347.38133,1352.01444,1421.38171,1349.02625,1387.96339,1388.31764,1419.34799,1874.35597,1601.9986,1490.7162,1319.07539,0.13261442650808938
1,3,1,1,0.36800436800436803,0.052757302757302754,0.052757302757302754,0.19567,2.03009,0.04326637997678508,0.43603,1180.98319,1826.28808,632.05033,3582.40188,2621.08275,155.17168,4927.38592,551.28417,10769.92846,23714.73931,622.04155,1360.05542,108.51691,3092.95672,0.13455382117507173
1,3,2,1,0.36800436800436803,0.052757302757302754,0.050164228127799346,0.20812,2.41039,0.04313424116786759,0.35655,1773.5936,1256.51228,916.05501,2014.17974,1837.01474,44.16273,3942.75925,1122.38472,7950.39623,17423.70387,543.95869,371.88666,12.6266,1414.38442,0.10501446828721808
1,3,3,1,0.36800436800436803,0.052757302757302754,0.053070136351483825,0.19654,2.03393,0.0434304196758529,0.33573,1012.73368,1412.2901,611.19274,2826.76785,2100.07009,112.08257,3826.68035,444.67403,8270.52885,18194.03837,473.03612,1022.78318,95.95299,2436.732,0.1314345638673183
1,3,4,1,0.36800436800436803,0.052757302757302754,0.053204752126723376,0.19953,2.00783,0.04428346757062476,0.40194,1238.04847,1647.95118,683.97495,3275.0149,2556.48764,153.24988,4420.99302,501.9191,9866.90865,22101.22882,529.23516,1147.23304,100.36727,2791.13582,0.12925468301875626
1,3,5,1,0.36800436800436803,0.052757302757302754,0.05280563643552967,0.198,2.00746,0.04394596055516599,0.40943,1290.30426,1697.19244,702.0057,3324.18814,2592.14568,162.37193,4535.66694,498.40236,10047.30435,22530.44952,525.64463,1133.16099,103.73239,2804.84756,0.12515929338784634
1,3,6,1,0.36800436800436803,0.052757302757302754,0.05280834643418608,0.19697,2.01562,0.043657989517877756,0.40821,1229.11135,1729.07452,698.63681,3276.98814,2597.31847,177.68245,4581.60817,479.9894,10044.2423,22505.15134,503.43545,1112.93154,106.22116,2780.05525,0.12718586771624207
1,3,7,1,0.36800436800436803,0.052757302757302754,0.05235546038543897,0.19437,2.00837,0.043134286948498954,0.40292,1202.36795,1696.73557,680.09331,3233.94368,2613.67584,203.66924,4464.93557,423.23249,9964.89491,22413.38981,489.41395,1080.23395,108.29709,2772.95,0.12452378119197174
1,4,1,1,0.36800436800436803,0.049959049959049956,0.049959049959049956,0.19567,2.03009,0.04326637997678508,0.43603,4947.03193,7826.47885,2036.52823,23164.0108,7549.00185,4422.42733,5486.82296,222.19486,58335.95406,13247.4293,8303.9823,7539.00117,4073.36924,56477.541,0.1326359796253602
