,blocking threshold,match threshold,precision,recall,f-score,acc
462,0.09,0.62,0.95411,0.89748,0.92493,0.96999
463,0.09,0.63,0.95681,0.89658,0.92572,0.97036
464,0.09,0.64,0.95956,0.89613,0.92676,0.97082
465,0.09,0.65,0.96093,0.89568,0.92716,0.97101
466,0.09,0.66,0.96182,0.89478,0.92709,0.97101
467,0.09,0.67,0.97252,0.89119,0.93008,0.97239
468,0.09,0.68,0.97486,0.88939,0.93017,0.97249
469,0.09,0.69,0.97773,0.88849,0.93098,0.97286
470,0.09,0.7,0.97964,0.88714,0.9311,0.97295
471,0.09,0.71,0.98011,0.88624,0.93081,0.97286
472,0.09,0.72,0.98151,0.88309,0.9297,0.97249
473,0.09,0.73,0.98443,0.88129,0.93001,0.97267
474,0.09,0.74,0.98539,0.8795,0.92944,0.97249
475,0.09,0.75,0.98684,0.8768,0.92857,0.97221
476,0.09,0.76,0.98876,0.87005,0.92561,0.97119
477,0.09,0.77,0.98974,0.86736,0.92452,0.97082
478,0.09,0.78,0.99215,0.85207,0.91679,0.96813
479,0.09,0.79,0.9921,0.84667,0.91363,0.96702
480,0.09,0.8,0.99309,0.83993,0.91011,0.96582
481,0.09,0.81,0.99356,0.83228,0.9058,0.96434
482,0.09,0.82,0.99351,0.82599,0.90204,0.96304
483,0.09,0.83,0.99348,0.82194,0.89961,0.9622
484,0.09,0.84,0.99385,0.79946,0.88612,0.95767
485,0.09,0.85,0.99381,0.79406,0.88278,0.95655
486,0.09,0.86,0.99428,0.78147,0.87512,0.95405
487,0.09,0.87,0.99412,0.76034,0.86165,0.9497
488,0.09,0.88,0.99581,0.74775,0.85413,0.94738
489,0.09,0.89,0.99565,0.72077,0.8362,0.94182
490,0.09,0.9,0.99563,0.71763,0.83408,0.94118
491,0.09,0.91,0.99545,0.6884,0.81393,0.93516
492,0.09,0.92,0.9953,0.66637,0.79828,0.93062
493,0.09,0.93,0.99653,0.64478,0.78296,0.92635
494,0.09,0.94,0.99779,0.60971,0.75691,0.91931
495,0.09,0.95,0.99848,0.59083,0.74237,0.91552
496,0.09,0.96,0.99842,0.56655,0.7229,0.91051
497,0.09,0.97,0.99835,0.54362,0.70393,0.90579
498,0.09,0.98,0.99832,0.53372,0.69557,0.90375
499,0.09,0.99,0.99831,0.53237,0.69442,0.90347
500,0.1,0.0,0.2197,0.89074,0.35246,0.21393
501,0.1,0.01,0.22023,0.89074,0.35315,0.21631
502,0.1,0.02,0.24328,0.89074,0.38218,0.30832
503,0.1,0.03,0.29102,0.89074,0.43871,0.45259
504,0.1,0.04,0.34969,0.89074,0.50222,0.57592
505,0.1,0.05,0.40586,0.89074,0.55764,0.66058
506,0.1,0.06,0.4554,0.89074,0.60268,0.71793
507,0.1,0.07,0.49962,0.89074,0.64017,0.7595
508,0.1,0.08,0.52714,0.89074,0.66232,0.78186
509,0.1,0.09,0.55058,0.89074,0.68052,0.79914
510,0.1,0.1,0.56925,0.89074,0.6946,0.81188
511,0.1,0.11,0.5757,0.89074,0.69938,0.81609
512,0.1,0.12,0.58766,0.89074,0.70813,0.82365
513,0.1,0.13,0.594,0.89074,0.71272,0.82754
514,0.1,0.14,0.60176,0.89074,0.71827,0.83218
515,0.1,0.15,0.60655,0.89074,0.72167,0.83499
516,0.1,0.16,0.60954,0.89074,0.72379,0.83672
517,0.1,0.17,0.61312,0.89074,0.7263,0.83877
518,0.1,0.18,0.6156,0.89074,0.72804,0.84017
519,0.1,0.19,0.61829,0.89074,0.72992,0.84168
520,0.1,0.2,0.62159,0.89074,0.73221,0.84352
521,0.1,0.21,0.62354,0.89074,0.73357,0.8446
522,0.1,0.22,0.62512,0.89074,0.73466,0.84546
523,0.1,0.23,0.62591,0.89074,0.7352,0.8459
524,0.1,0.24,0.62769,0.89074,0.73643,0.84687
525,0.1,0.25,0.63069,0.89074,0.73849,0.84849
526,0.1,0.26,0.63412,0.89074,0.74084,0.85032
527,0.1,0.27,0.63534,0.89074,0.74167,0.85097
528,0.1,0.28,0.63677,0.89074,0.74264,0.85173
529,0.1,0.29,0.638,0.89074,0.74348,0.85238
530,0.1,0.3,0.63862,0.89074,0.7439,0.8527
531,0.1,0.31,0.64131,0.89074,0.74572,0.8541
532,0.1,0.32,0.64256,0.89074,0.74656,0.85475
533,0.1,0.33,0.6457,0.89074,0.74868,0.85637
534,0.1,0.34,0.64675,0.89074,0.74939,0.85691
535,0.1,0.35,0.65401,0.89074,0.75424,0.86058
536,0.1,0.36,0.70448,0.89074,0.78674,0.88402
537,0.1,0.37,0.74139,0.89074,0.80923,0.89914
538,0.1,0.38,0.78455,0.89074,0.83428,0.91501
539,0.1,0.39,0.82611,0.89074,0.85721,0.92873
540,0.1,0.4,0.85314,0.89074,0.87153,0.93693
541,0.1,0.41,0.86772,0.89074,0.87908,0.94114
542,0.1,0.42,0.88201,0.89074,0.88635,0.94514
543,0.1,0.43,0.88954,0.89074,0.89014,0.94719
544,0.1,0.44,0.89395,0.89074,0.89234,0.94838
545,0.1,0.45,0.90415,0.89074,0.89739,0.95108
546,0.1,0.46,0.91248,0.89074,0.90148,0.95324
547,0.1,0.47,0.91671,0.89074,0.90354,0.95432
548,0.1,0.48,0.92011,0.89074,0.90519,0.95518
549,0.1,0.49,0.92437,0.89029,0.90701,0.95616
550,0.1,0.5,0.9248,0.89029,0.90722,0.95626
551,0.1,0.51,0.93261,0.88984,0.91072,0.9581
552,0.1,0.52,0.93526,0.88984,0.91198,0.95875
553,0.1,0.53,0.93652,0.88894,0.91211,0.95886
554,0.1,0.54,0.93652,0.88894,0.91211,0.95886
555,0.1,0.55,0.93872,0.88849,0.91291,0.95929
556,0.1,0.56,0.94048,0.88804,0.91351,0.95961
557,0.1,0.57,0.94447,0.88714,0.91491,0.96037
558,0.1,0.58,0.94447,0.88714,0.91491,0.96037
559,0.1,0.59,0.94628,0.88714,0.91576,0.9608
560,0.1,0.6,0.94853,0.88669,0.91657,0.96123
561,0.1,0.61,0.95266,0.88669,0.91849,0.9622
562,0.1,0.62,0.95629,0.88534,0.91945,0.96274
563,0.1,0.63,0.95858,0.88444,0.92002,0.96307
564,0.1,0.64,0.9609,0.88399,0.92084,0.9635
565,0.1,0.65,0.96229,0.88354,0.92124,0.96371
566,0.1,0.66,0.9632,0.88264,0.92116,0.96371
567,0.1,0.67,0.97264,0.87905,0.92348,0.96501
568,0.1,0.68,0.97501,0.87725,0.92355,0.96512
569,0.1,0.69,0.97792,0.87635,0.92435,0.96555
570,0.1,0.7,0.97986,0.875,0.92447,0.96566
571,0.1,0.71,0.98033,0.8741,0.92417,0.96555
572,0.1,0.72,0.98126,0.87095,0.92282,0.96501
573,0.1,0.73,0.98422,0.86915,0.92311,0.96523
574,0.1,0.74,0.98519,0.86736,0.92253,0.96501
575,0.1,0.75,0.98666,0.86466,0.92164,0.96469
576,0.1,0.76,0.9886,0.85791,0.91863,0.9635
577,0.1,0.77,0.9896,0.85567,0.91777,0.96317
578,0.1,0.78,0.99204,0.84038,0.90993,0.96004
579,0.1,0.79,0.99199,0.83498,0.90674,0.95875
580,0.1,0.8,0.99299,0.82824,0.90316,0.95734
581,0.1,0.81,0.99347,0.82059,0.89879,0.95562
582,0.1,0.82,0.99342,0.8143,0.89499,0.9541
583,0.1,0.83,0.99338,0.81025,0.89252,0.95313
584,0.1,0.84,0.99376,0.78777,0.87886,0.94784
585,0.1,0.85,0.99372,0.78237,0.87547,0.94654
586,0.1,0.86,0.99419,0.76978,0.86771,0.94363
587,0.1,0.87,0.99403,0.74865,0.85406,0.93855
588,0.1,0.88,0.99574,0.73606,0.84643,0.93585
589,0.1,0.89,0.99558,0.70953,0.82856,0.92948
590,0.1,0.9,0.99556,0.70638,0.8264,0.92873
591,0.1,0.91,0.99538,0.67761,0.80632,0.92181
592,0.1,0.92,0.99522,0.65558,0.79046,0.91652
593,0.1,0.93,0.99647,0.63399,0.77494,0.91156
594,0.1,0.94,0.99775,0.59892,0.74852,0.90335
595,0.1,0.95,0.99845,0.58049,0.73415,0.89903
596,0.1,0.96,0.99839,0.55665,0.71478,0.8933
597,0.1,0.97,0.99832,0.53417,0.69596,0.8879
598,0.1,0.98,0.99829,0.52428,0.6875,0.88553
599,0.1,0.99,0.99828,0.52293,0.68634,0.88521
600,0.11,0.0,0.25003,0.87725,0.38915,0.24158
601,0.11,0.01,0.25064,0.87725,0.38989,0.24393
602,0.11,0.02,0.27471,0.87725,0.4184,0.32838
603,0.11,0.03,0.32425,0.87725,0.47349,0.46273
604,0.11,0.04,0.38428,0.87725,0.53445,0.57912
605,0.11,0.05,0.43932,0.87725,0.58545,0.65788
606,0.11,0.06,0.49057,0.87725,0.62925,0.71533
607,0.11,0.07,0.53467,0.87725,0.6644,0.75594
608,0.11,0.08,0.56257,0.87725,0.68552,0.77836
609,0.11,0.09,0.58256,0.87725,0.70016,0.79309
610,0.11,0.1,0.60049,0.87725,0.71295,0.80547
611,0.11,0.11,0.60703,0.87725,0.71754,0.80981
612,0.11,0.12,0.61701,0.87725,0.72447,0.81625
613,0.11,0.13,0.62352,0.87725,0.72894,0.82033
614,0.11,0.14,0.63017,0.87725,0.73346,0.82442
615,0.11,0.15,0.63488,0.87725,0.73664,0.82727
616,0.11,0.16,0.63821,0.87725,0.73888,0.82925
617,0.11,0.17,0.64178,0.87725,0.74126,0.83135
618,0.11,0.18,0.64432,0.87725,0.74296,0.83284
619,0.11,0.19,0.64667,0.87725,0.74452,0.8342
620,0.11,0.2,0.65033,0.87725,0.74694,0.83631
621,0.11,0.21,0.65185,0.87725,0.74794,0.83717
622,0.11,0.22,0.65338,0.87725,0.74894,0.83804
623,0.11,0.23,0.65426,0.87725,0.74952,0.83853
624,0.11,0.24,0.6558,0.87725,0.75053,0.8394
625,0.11,0.25,0.65801,0.87725,0.75198,0.84064
626,0.11,0.26,0.66113,0.87725,0.75401,0.84237
627,0.11,0.27,0.66248,0.87725,0.75489,0.84312
628,0.11,0.28,0.66383,0.87725,0.75576,0.84386
629,0.11,0.29,0.66519,0.87725,0.75664,0.8446
630,0.11,0.3,0.66587,0.87725,0.75708,0.84497
631,0.11,0.31,0.66884,0.87725,0.759,0.84658
632,0.11,0.32,0.67022,0.87725,0.75989,0.84733
633,0.11,0.33,0.67346,0.87725,0.76196,0.84906
634,0.11,0.34,0.67462,0.87725,0.76271,0.84968
635,0.11,0.35,0.68193,0.87725,0.76736,0.85352
636,0.11,0.36,0.72853,0.87725,0.796,0.87618
637,0.11,0.37,0.7633,0.87725,0.81632,0.89128
638,0.11,0.38,0.80222,0.87725,0.83806,0.90664
639,0.11,0.39,0.83806,0.87725,0.85721,0.91951
640,0.11,0.4,0.86213,0.87725,0.86962,0.92756
641,0.11,0.41,0.8745,0.87725,0.87587,0.93153
642,0.11,0.42,0.88763,0.87725,0.88241,0.93561
643,0.11,0.43,0.89454,0.87725,0.88581,0.93772
644,0.11,0.44,0.89866,0.87725,0.88783,0.93895
645,0.11,0.45,0.90744,0.87725,0.89209,0.94156
646,0.11,0.46,0.91596,0.87725,0.89619,0.94403
647,0.11,0.47,0.92028,0.87725,0.89825,0.94527
648,0.11,0.48,0.92377,0.87725,0.89991,0.94626
649,0.11,0.49,0.92813,0.8768,0.90174,0.94737
650,0.11,0.5,0.92857,0.8768,0.90194,0.9475
651,0.11,0.51,0.93522,0.87635,0.90483,0.94923
652,0.11,0.52,0.93747,0.87635,0.90588,0.94985
653,0.11,0.53,0.93877,0.87545,0.90601,0.94998
654,0.11,0.54,0.93877,0.87545,0.90601,0.94998
655,0.11,0.55,0.94101,0.875,0.90681,0.95047
656,0.11,0.56,0.9428,0.87455,0.90739,0.95084
657,0.11,0.57,0.94688,0.87365,0.90879,0.95171
658,0.11,0.58,0.94688,0.87365,0.90879,0.95171
659,0.11,0.59,0.94873,0.87365,0.90964,0.9522
660,0.11,0.6,0.95103,0.8732,0.91045,0.9527
661,0.11,0.61,0.95477,0.8732,0.91217,0.95369
662,0.11,0.62,0.958,0.87185,0.9129,0.95419
663,0.11,0.63,0.96034,0.87095,0.91346,0.95456
664,0.11,0.64,0.96223,0.8705,0.91407,0.95493
665,0.11,0.65,0.96269,0.87005,0.91403,0.95493
666,0.11,0.66,0.96361,0.86915,0.91395,0.95493
667,0.11,0.67,0.97321,0.86556,0.91623,0.95641
668,0.11,0.68,0.97562,0.86376,0.91629,0.95654
669,0.11,0.69,0.97808,0.86286,0.91686,0.95691
670,0.11,0.7,0.98005,0.86151,0.91696,0.95703
671,0.11,0.71,0.98003,0.86061,0.91645,0.95679
672,0.11,0.72,0.98097,0.85746,0.91507,0.95617
673,0.11,0.73,0.98397,0.85567,0.91535,0.95641
674,0.11,0.74,0.98496,0.85387,0.91474,0.95617
675,0.11,0.75,0.98645,0.85117,0.91383,0.95579
676,0.11,0.76,0.98842,0.84442,0.91076,0.95443
677,0.11,0.77,0.98943,0.84218,0.90989,0.95406
678,0.11,0.78,0.99191,0.82689,0.90191,0.95047
679,0.11,0.79,0.99186,0.82149,0.89867,0.94898
680,0.11,0.8,0.99288,0.8152,0.89531,0.9475
681,0.11,0.81,0.99336,0.80755,0.89087,0.94552
682,0.11,0.82,0.99331,0.80126,0.88701,0.94378
683,0.11,0.83,0.99328,0.79721,0.88451,0.94267
684,0.11,0.84,0.99366,0.77473,0.87064,0.9366
685,0.11,0.85,0.99361,0.76933,0.8672,0.93512
686,0.11,0.86,0.99409,0.75674,0.85933,0.93177
687,0.11,0.87,0.99393,0.73606,0.84578,0.92608
688,0.11,0.88,0.99567,0.72347,0.83802,0.92298
689,0.11,0.89,0.99551,0.69739,0.8202,0.9158
690,0.11,0.9,0.99549,0.69424,0.81801,0.91493
691,0.11,0.91,0.99529,0.66547,0.79763,0.90701
692,0.11,0.92,0.99514,0.64388,0.78187,0.90106
693,0.11,0.93,0.9964,0.6223,0.76612,0.89537
694,0.11,0.94,0.99771,0.58768,0.73967,0.88608
695,0.11,0.95,0.99842,0.56924,0.72508,0.88113
696,0.11,0.96,0.99835,0.54541,0.70543,0.87457
697,0.11,0.97,0.99828,0.52338,0.68672,0.8685
698,0.11,0.98,0.99825,0.51349,0.67815,0.86578
699,0.11,0.99,0.99825,0.51214,0.67697,0.8654
700,0.12,0.0,0.27975,0.86151,0.42235,0.26771
701,0.12,0.01,0.28032,0.86151,0.423,0.26967
702,0.12,0.02,0.30622,0.86151,0.45184,0.35043
703,0.12,0.03,0.35733,0.86151,0.50514,0.47548
704,0.12,0.04,0.4188,0.86151,0.56361,0.58544
705,0.12,0.05,0.47204,0.86151,0.6099,0.65754
706,0.12,0.06,0.52023,0.86151,0.64872,0.71007
707,0.12,0.07,0.56303,0.86151,0.681,0.7492
708,0.12,0.08,0.58665,0.86151,0.698,0.76834
709,0.12,0.09,0.60614,0.86151,0.71161,0.78301
710,0.12,0.1,0.62289,0.86151,0.72302,0.79489
711,0.12,0.11,0.62943,0.86151,0.72741,0.79936
712,0.12,0.12,0.63973,0.86151,0.73424,0.8062
713,0.12,0.13,0.64534,0.86151,0.73792,0.80984
714,0.12,0.14,0.65059,0.86151,0.74134,0.81319
715,0.12,0.15,0.65549,0.86151,0.74451,0.81626
716,0.12,0.16,0.65887,0.86151,0.74669,0.81836
717,0.12,0.17,0.66275,0.86151,0.74917,0.82073
718,0.12,0.18,0.66551,0.86151,0.75093,0.82241
719,0.12,0.19,0.66806,0.86151,0.75255,0.82395
720,0.12,0.2,0.67204,0.86151,0.75507,0.82632
721,0.12,0.21,0.67323,0.86151,0.75582,0.82702
722,0.12,0.22,0.67489,0.86151,0.75687,0.828
723,0.12,0.23,0.67536,0.86151,0.75716,0.82828
724,0.12,0.24,0.67703,0.86151,0.75821,0.82926
725,0.12,0.25,0.67943,0.86151,0.75971,0.83066
726,0.12,0.26,0.68282,0.86151,0.76183,0.83261
727,0.12,0.27,0.68429,0.86151,0.76274,0.83345
728,0.12,0.28,0.68576,0.86151,0.76365,0.83429
729,0.12,0.29,0.68674,0.86151,0.76426,0.83485
730,0.12,0.3,0.68748,0.86151,0.76472,0.83527
731,0.12,0.31,0.6902,0.86151,0.7664,0.8368
732,0.12,0.32,0.6912,0.86151,0.76701,0.83736
733,0.12,0.33,0.69471,0.86151,0.76917,0.83932
734,0.12,0.34,0.69597,0.86151,0.76994,0.84002
735,0.12,0.35,0.70183,0.86151,0.77352,0.84323
736,0.12,0.36,0.74582,0.86151,0.7995,0.86573
737,0.12,0.37,0.77634,0.86151,0.81671,0.87984
738,0.12,0.38,0.81221,0.86151,0.83613,0.89507
739,0.12,0.39,0.84405,0.86151,0.85269,0.9075
740,0.12,0.4,0.86658,0.86151,0.86404,0.91575
741,0.12,0.41,0.8793,0.86151,0.87031,0.92022
742,0.12,0.42,0.89033,0.86151,0.87568,0.92399
743,0.12,0.43,0.89658,0.86151,0.8787,0.92609
744,0.12,0.44,0.90038,0.86151,0.88052,0.92734
745,0.12,0.45,0.90892,0.86151,0.88458,0.93014
746,0.12,0.46,0.91631,0.86151,0.88807,0.93251
747,0.12,0.47,0.92071,0.86151,0.89013,0.93391
748,0.12,0.48,0.92337,0.86151,0.89137,0.93475
749,0.12,0.49,0.92781,0.86106,0.89319,0.93601
750,0.12,0.5,0.92826,0.86106,0.8934,0.93615
751,0.12,0.51,0.93503,0.86061,0.89628,0.9381
752,0.12,0.52,0.93732,0.86061,0.89733,0.9388
753,0.12,0.53,0.93864,0.85971,0.89744,0.93894
754,0.12,0.54,0.93864,0.85971,0.89744,0.93894
755,0.12,0.55,0.94092,0.85926,0.89824,0.9395
756,0.12,0.56,0.94274,0.85881,0.89882,0.93992
757,0.12,0.57,0.9469,0.85791,0.90021,0.9409
758,0.12,0.58,0.9469,0.85791,0.90021,0.9409
759,0.12,0.59,0.94878,0.85791,0.90106,0.94146
760,0.12,0.6,0.95112,0.85746,0.90186,0.94201
761,0.12,0.61,0.95493,0.85746,0.90357,0.94313
762,0.12,0.62,0.95823,0.85612,0.9043,0.94369
763,0.12,0.63,0.96063,0.85567,0.90512,0.94425
764,0.12,0.64,0.96255,0.85522,0.90572,0.94467
765,0.12,0.65,0.96302,0.85477,0.90567,0.94467
766,0.12,0.66,0.96396,0.85387,0.90558,0.94467
767,0.12,0.67,0.97274,0.85027,0.90739,0.94607
768,0.12,0.68,0.97519,0.84847,0.90743,0.94621
769,0.12,0.69,0.9777,0.84757,0.908,0.94663
770,0.12,0.7,0.9797,0.84622,0.90808,0.94677
771,0.12,0.71,0.97968,0.84532,0.90755,0.94649
772,0.12,0.72,0.98063,0.84218,0.90615,0.94579
773,0.12,0.73,0.98368,0.84038,0.9064,0.94607
774,0.12,0.74,0.98469,0.83858,0.90578,0.94579
775,0.12,0.75,0.98621,0.83588,0.90484,0.94537
776,0.12,0.76,0.98821,0.82914,0.90171,0.94383
777,0.12,0.77,0.98924,0.82689,0.90081,0.94341
778,0.12,0.78,0.99176,0.8116,0.89268,0.93936
779,0.12,0.79,0.9917,0.80621,0.88939,0.93768
780,0.12,0.8,0.99275,0.80036,0.88623,0.93615
781,0.12,0.81,0.99324,0.79272,0.88172,0.93391
782,0.12,0.82,0.99319,0.78642,0.87779,0.93195
783,0.12,0.83,0.99315,0.78237,0.87525,0.9307
784,0.12,0.84,0.99354,0.76124,0.86201,0.92427
785,0.12,0.85,0.9935,0.75629,0.85882,0.92273
786,0.12,0.86,0.99399,0.74371,0.85083,0.91896
787,0.12,0.87,0.99382,0.72302,0.83706,0.91253
788,0.12,0.88,0.99559,0.71043,0.82918,0.90904
789,0.12,0.89,0.99542,0.6848,0.8114,0.90108
790,0.12,0.9,0.9954,0.68165,0.80918,0.9001
791,0.12,0.91,0.9952,0.65288,0.78849,0.89116
792,0.12,0.92,0.99504,0.63129,0.77249,0.88445
793,0.12,0.93,0.99633,0.61016,0.75683,0.87816
794,0.12,0.94,0.99767,0.57734,0.73142,0.86824
795,0.12,0.95,0.99839,0.55935,0.717,0.86279
796,0.12,0.96,0.99832,0.53552,0.6971,0.85539
797,0.12,0.97,0.99825,0.51349,0.67815,0.84854
798,0.12,0.98,0.99822,0.5036,0.66946,0.84547
799,0.12,0.99,0.99821,0.50225,0.66826,0.84505
800,0.13,0.0,0.31547,0.84982,0.46013,0.29881
801,0.13,0.01,0.31611,0.84982,0.46081,0.30071
802,0.13,0.02,0.34401,0.84982,0.48976,0.37739
803,0.13,0.03,0.39689,0.84982,0.54108,0.49312
804,0.13,0.04,0.4593,0.84982,0.59631,0.59542
805,0.13,0.05,0.50861,0.84982,0.63636,0.6585
806,0.13,0.06,0.55425,0.84982,0.67092,0.70688
807,0.13,0.07,0.59453,0.84982,0.69961,0.7434
808,0.13,0.08,0.61543,0.84982,0.71388,0.76047
809,0.13,0.09,0.63253,0.84982,0.72525,0.7736
810,0.13,0.1,0.64882,0.84982,0.73584,0.78545
811,0.13,0.11,0.65375,0.84982,0.739,0.78893
812,0.13,0.12,0.66339,0.84982,0.74512,0.79557
813,0.13,0.13,0.66855,0.84982,0.74836,0.79905
814,0.13,0.14,0.67356,0.84982,0.75149,0.80237
815,0.13,0.15,0.67864,0.84982,0.75464,0.80569
816,0.13,0.16,0.68182,0.84982,0.75661,0.80775
817,0.13,0.17,0.68603,0.84982,0.75919,0.81043
818,0.13,0.18,0.68827,0.84982,0.76056,0.81186
819,0.13,0.19,0.69104,0.84982,0.76225,0.8136
820,0.13,0.2,0.69485,0.84982,0.76456,0.81597
821,0.13,0.21,0.69613,0.84982,0.76534,0.81676
822,0.13,0.22,0.69793,0.84982,0.76642,0.81787
823,0.13,0.23,0.69845,0.84982,0.76674,0.81818
824,0.13,0.24,0.70026,0.84982,0.76782,0.81929
825,0.13,0.25,0.70286,0.84982,0.76939,0.82087
826,0.13,0.26,0.70654,0.84982,0.77158,0.82308
827,0.13,0.27,0.70813,0.84982,0.77253,0.82403
828,0.13,0.28,0.70973,0.84982,0.77348,0.82498
829,0.13,0.29,0.71079,0.84982,0.77411,0.82561
830,0.13,0.3,0.7116,0.84982,0.77459,0.82609
831,0.13,0.31,0.71456,0.84982,0.77634,0.82783
832,0.13,0.32,0.71564,0.84982,0.77698,0.82846
833,0.13,0.33,0.71863,0.84982,0.77874,0.8302
834,0.13,0.34,0.71945,0.84982,0.77922,0.83067
835,0.13,0.35,0.72553,0.84982,0.78277,0.83415
836,0.13,0.36,0.7658,0.84982,0.80563,0.85581
837,0.13,0.37,0.79245,0.84982,0.82013,0.86893
838,0.13,0.38,0.82389,0.84982,0.83665,0.88332
839,0.13,0.39,0.85212,0.84982,0.85097,0.89534
840,0.13,0.4,0.87298,0.84982,0.86124,0.90372
841,0.13,0.41,0.88442,0.84982,0.86677,0.90814
842,0.13,0.42,0.89489,0.84982,0.87177,0.91209
843,0.13,0.43,0.9,0.84982,0.87419,0.91399
844,0.13,0.44,0.90387,0.84982,0.87601,0.91542
845,0.13,0.45,0.91172,0.84982,0.87968,0.91826
846,0.13,0.46,0.91926,0.84982,0.88318,0.92095
847,0.13,0.47,0.9215,0.84982,0.88421,0.92174
848,0.13,0.48,0.9233,0.84982,0.88504,0.92237
849,0.13,0.49,0.9278,0.84937,0.88685,0.92379
850,0.13,0.5,0.92826,0.84937,0.88706,0.92395
851,0.13,0.51,0.93512,0.84892,0.88994,0.92617
852,0.13,0.52,0.93744,0.84892,0.89099,0.92696
853,0.13,0.53,0.93878,0.84802,0.89109,0.92711
854,0.13,0.54,0.93878,0.84802,0.89109,0.92711
855,0.13,0.55,0.94109,0.84757,0.89189,0.92775
856,0.13,0.56,0.94294,0.84712,0.89247,0.92822
857,0.13,0.57,0.94716,0.84622,0.89385,0.92933
858,0.13,0.58,0.94716,0.84622,0.89385,0.92933
859,0.13,0.59,0.94907,0.84622,0.8947,0.92996
860,0.13,0.6,0.95144,0.84577,0.8955,0.93059
861,0.13,0.61,0.95531,0.84577,0.89721,0.93186
862,0.13,0.62,0.95865,0.84442,0.89792,0.93249
863,0.13,0.63,0.96059,0.84397,0.89851,0.93296
864,0.13,0.64,0.96254,0.84353,0.89911,0.93344
865,0.13,0.65,0.96302,0.84308,0.89907,0.93344
866,0.13,0.66,0.96397,0.84218,0.89897,0.93344
867,0.13,0.67,0.97237,0.83858,0.90053,0.93486
868,0.13,0.68,0.97486,0.83678,0.90056,0.93502
869,0.13,0.69,0.97739,0.83588,0.90111,0.93549
870,0.13,0.7,0.97942,0.83453,0.90119,0.93565
871,0.13,0.71,0.9794,0.83363,0.90065,0.93534
872,0.13,0.72,0.98036,0.83049,0.89922,0.93455
873,0.13,0.73,0.98347,0.82914,0.89973,0.93502
874,0.13,0.74,0.98448,0.82734,0.8991,0.9347
875,0.13,0.75,0.98602,0.82464,0.89814,0.93423
876,0.13,0.76,0.98805,0.8179,0.89496,0.93249
877,0.13,0.77,0.98909,0.81565,0.89404,0.93202
878,0.13,0.78,0.99164,0.80036,0.88579,0.92743
879,0.13,0.79,0.99159,0.79496,0.88245,0.92553
880,0.13,0.8,0.99266,0.79047,0.8801,0.92427
881,0.13,0.81,0.99315,0.78282,0.87553,0.92174
882,0.13,0.82,0.9931,0.77653,0.87156,0.91953
883,0.13,0.83,0.99306,0.77248,0.86899,0.9181
884,0.13,0.84,0.99346,0.75135,0.85561,0.91083
885,0.13,0.85,0.99342,0.7464,0.85237,0.90909
886,0.13,0.86,0.99391,0.73381,0.84428,0.90482
887,0.13,0.87,0.99373,0.71313,0.83037,0.89755
888,0.13,0.88,0.99553,0.70054,0.82238,0.8936
889,0.13,0.89,0.99537,0.67626,0.80536,0.88506
890,0.13,0.9,0.99535,0.67311,0.80311,0.88395
891,0.13,0.91,0.99514,0.64478,0.78253,0.87399
892,0.13,0.92,0.99497,0.6232,0.76638,0.8664
893,0.13,0.93,0.99628,0.60252,0.75091,0.85945
894,0.13,0.94,0.99764,0.56969,0.72524,0.84822
895,0.13,0.95,0.99837,0.55171,0.71069,0.84206
896,0.13,0.96,0.9983,0.52788,0.69059,0.83368
897,0.13,0.97,0.99823,0.50719,0.67263,0.8264
898,0.13,0.98,0.9982,0.49775,0.66427,0.82308
899,0.13,0.99,0.99819,0.4964,0.66306,0.82261
900,0.14,0.0,0.34476,0.83228,0.48756,0.32236
901,0.14,0.01,0.34534,0.83228,0.48814,0.32393
902,0.14,0.02,0.37439,0.83228,0.51646,0.39638
903,0.14,0.03,0.42917,0.83228,0.56632,0.50627
904,0.14,0.04,0.4915,0.83228,0.61803,0.60153
905,0.14,0.05,0.53918,0.83228,0.65441,0.65953
906,0.14,0.06,0.58153,0.83228,0.68467,0.70307
907,0.14,0.07,0.61906,0.83228,0.71001,0.73668
908,0.14,0.08,0.63806,0.83228,0.72234,0.75218
909,0.14,0.09,0.65453,0.83228,0.73278,0.76489
910,0.14,0.1,0.67017,0.83228,0.74248,0.77638
911,0.14,0.11,0.67481,0.83228,0.74532,0.77969
912,0.14,0.12,0.68429,0.83228,0.75106,0.78631
913,0.14,0.13,0.68862,0.83228,0.75367,0.78927
914,0.14,0.14,0.69274,0.83228,0.75613,0.79206
915,0.14,0.15,0.69744,0.83228,0.75892,0.79519
916,0.14,0.16,0.70087,0.83228,0.76094,0.79746
917,0.14,0.17,0.70541,0.83228,0.76361,0.80042
918,0.14,0.18,0.70757,0.83228,0.76487,0.80181
919,0.14,0.19,0.70974,0.83228,0.76614,0.8032
920,0.14,0.2,0.71384,0.83228,0.76852,0.80582
921,0.14,0.21,0.71522,0.83228,0.76932,0.80669
922,0.14,0.22,0.71661,0.83228,0.77013,0.80756
923,0.14,0.23,0.71716,0.83228,0.77044,0.80791
924,0.14,0.24,0.71911,0.83228,0.77157,0.80913
925,0.14,0.25,0.72136,0.83228,0.77286,0.81052
926,0.14,0.26,0.72531,0.83228,0.77512,0.81296
927,0.14,0.27,0.72702,0.83228,0.7761,0.814
