,init pf,init block clean threshold,init weighting schema,init matching threshold,f-score goal,rank iterations,rank f-score,grid search iterations,grid search f-score
360,1,0.725,0,0.05,0.9,3,0.98611,4.0,0.96515
361,1,0.725,0,0.275,0.9,3,0.98611,4.0,0.96515
362,1,0.725,0,0.5,0.9,1,0.9569,4.0,0.96515
363,1,0.725,0,0.725,0.9,1,0.98353,4.0,0.96515
364,1,0.725,0,0.95,0.9,3,0.98611,4.0,0.96515
365,1,0.725,1,0.05,0.9,3,0.98611,4.0,0.96515
366,1,0.725,1,0.275,0.9,3,0.98611,4.0,0.96515
367,1,0.725,1,0.5,0.9,1,0.95187,4.0,0.96515
368,1,0.725,1,0.725,0.9,1,0.97858,4.0,0.96515
369,1,0.725,1,0.95,0.9,3,0.98611,4.0,0.96515
370,1,0.725,2,0.05,0.9,5,0.98611,4.0,0.96515
371,1,0.725,2,0.275,0.9,5,0.98611,4.0,0.96515
372,1,0.725,2,0.5,0.9,3,0.97015,4.0,0.96515
373,1,0.725,2,0.725,0.9,4,0.96515,4.0,0.96515
374,1,0.725,2,0.95,0.9,5,0.98611,4.0,0.96515
375,1,0.725,3,0.05,0.9,3,0.98611,4.0,0.96515
376,1,0.725,3,0.275,0.9,3,0.98611,4.0,0.96515
377,1,0.725,3,0.5,0.9,1,0.95187,4.0,0.96515
378,1,0.725,3,0.725,0.9,1,0.97858,4.0,0.96515
379,1,0.725,3,0.95,0.9,3,0.98611,4.0,0.96515
380,1,0.95,0,0.05,0.9,3,0.98611,4.0,0.96515
381,1,0.95,0,0.275,0.9,3,0.98611,4.0,0.96515
382,1,0.95,0,0.5,0.9,1,0.9569,4.0,0.96515
383,1,0.95,0,0.725,0.9,1,0.98353,4.0,0.96515
384,1,0.95,0,0.95,0.9,3,0.98611,4.0,0.96515
385,1,0.95,1,0.05,0.9,3,0.98611,4.0,0.96515
386,1,0.95,1,0.275,0.9,3,0.98611,4.0,0.96515
387,1,0.95,1,0.5,0.9,1,0.95187,4.0,0.96515
388,1,0.95,1,0.725,0.9,1,0.97858,4.0,0.96515
389,1,0.95,1,0.95,0.9,3,0.98611,4.0,0.96515
390,1,0.95,2,0.05,0.9,5,0.98611,4.0,0.96515
391,1,0.95,2,0.275,0.9,5,0.98611,4.0,0.96515
392,1,0.95,2,0.5,0.9,3,0.97015,4.0,0.96515
393,1,0.95,2,0.725,0.9,4,0.96515,4.0,0.96515
394,1,0.95,2,0.95,0.9,5,0.98611,4.0,0.96515
395,1,0.95,3,0.05,0.9,3,0.98611,4.0,0.96515
396,1,0.95,3,0.275,0.9,3,0.98611,4.0,0.96515
397,1,0.95,3,0.5,0.9,1,0.95187,4.0,0.96515
398,1,0.95,3,0.725,0.9,1,0.97858,4.0,0.96515
399,1,0.95,3,0.95,0.9,3,0.98611,4.0,0.96515
400,0,0.05,0,0.05,0.95,3,0.98611,4.0,0.97065
