,q-gram size,blocking threshold,match threshold,precision,recall,f-score,acc
1300,4,0.55,0.5,0.99356,0.62455,0.76698,0.66375
1301,5,0.55,0.5,0.9973,0.66457,0.79763,0.66799
1302,4,0.55,0.51,0.99356,0.62455,0.76698,0.66375
1303,5,0.55,0.51,0.9973,0.66412,0.7973,0.66755
1304,4,0.55,0.52,0.99356,0.62455,0.76698,0.66375
1305,5,0.55,0.52,0.9973,0.66412,0.7973,0.66755
1306,4,0.55,0.53,0.99427,0.6241,0.76685,0.66375
1307,5,0.55,0.53,0.9973,0.66367,0.79698,0.66711
1308,4,0.55,0.54,0.99427,0.6241,0.76685,0.66375
1309,5,0.55,0.54,0.9973,0.66367,0.79698,0.66711
1310,4,0.55,0.55,0.99427,0.62365,0.76651,0.66335
1311,5,0.55,0.55,0.9973,0.66322,0.79665,0.66667
1312,4,0.55,0.56,0.99426,0.6232,0.76617,0.66295
1313,5,0.55,0.56,0.99729,0.66277,0.79633,0.66622
1314,4,0.55,0.57,0.99425,0.6223,0.76548,0.66215
1315,5,0.55,0.57,0.99729,0.66187,0.79568,0.66534
1316,4,0.55,0.58,0.99425,0.62185,0.76514,0.66175
1317,5,0.55,0.58,0.99729,0.66142,0.79535,0.6649
1318,4,0.55,0.59,0.99496,0.6214,0.76501,0.66175
1319,5,0.55,0.59,0.99796,0.66097,0.79524,0.6649
1320,4,0.55,0.6,0.99496,0.6214,0.76501,0.66175
1321,5,0.55,0.6,0.99796,0.66052,0.79491,0.66445
1322,4,0.55,0.61,0.99496,0.6214,0.76501,0.66175
1323,5,0.55,0.61,0.99796,0.66052,0.79491,0.66445
1324,4,0.55,0.62,0.99495,0.6205,0.76433,0.66096
1325,5,0.55,0.62,0.99796,0.65962,0.79426,0.66357
1326,4,0.55,0.63,0.99567,0.62005,0.7642,0.66096
1327,5,0.55,0.63,0.99796,0.65917,0.79393,0.66313
1328,4,0.55,0.64,0.99566,0.6196,0.76385,0.66056
1329,5,0.55,0.64,0.99796,0.65872,0.79361,0.66268
1330,4,0.55,0.65,0.99566,0.61915,0.76351,0.66016
1331,5,0.55,0.65,0.99796,0.65827,0.79328,0.66224
1332,4,0.55,0.66,0.99566,0.61871,0.76318,0.65976
1333,5,0.55,0.66,0.99795,0.65782,0.79295,0.6618
1334,4,0.55,0.67,0.99709,0.61556,0.76119,0.65777
1335,5,0.55,0.67,0.99863,0.65423,0.79055,0.6587
1336,4,0.55,0.68,0.99854,0.61421,0.76058,0.65737
1337,5,0.55,0.68,0.99862,0.65288,0.78956,0.65737
1338,4,0.55,0.69,0.99927,0.61421,0.76079,0.65777
1339,5,0.55,0.69,0.99931,0.65243,0.78945,0.65737
1340,4,0.55,0.7,1.0,0.61331,0.76031,0.65737
1341,5,0.55,0.7,1.0,0.65153,0.789,0.65693
1342,4,0.55,0.71,1.0,0.61241,0.75962,0.65657
1343,5,0.55,0.71,1.0,0.65108,0.78867,0.65649
1344,4,0.55,0.72,1.0,0.61016,0.75789,0.65458
1345,5,0.55,0.72,1.0,0.64973,0.78768,0.65516
1346,4,0.55,0.73,1.0,0.60926,0.75719,0.65378
1347,5,0.55,0.73,1.0,0.64838,0.78669,0.65383
1348,4,0.55,0.74,1.0,0.60746,0.7558,0.65219
1349,5,0.55,0.74,1.0,0.64703,0.78569,0.6525
1350,4,0.55,0.75,1.0,0.60477,0.75372,0.6498
1351,5,0.55,0.75,1.0,0.64433,0.7837,0.64985
1352,4,0.55,0.76,1.0,0.59892,0.74916,0.64462
1353,5,0.55,0.76,1.0,0.64029,0.7807,0.64586
1354,4,0.55,0.77,1.0,0.59757,0.7481,0.64343
1355,5,0.55,0.77,1.0,0.63804,0.77903,0.64365
1356,4,0.55,0.78,1.0,0.58903,0.74137,0.63586
1357,5,0.55,0.78,1.0,0.62995,0.77297,0.63568
1358,4,0.55,0.79,1.0,0.58453,0.7378,0.63187
1359,5,0.55,0.79,1.0,0.6268,0.77059,0.63258
1360,4,0.55,0.8,1.0,0.58049,0.73457,0.62829
1361,5,0.55,0.8,1.0,0.6214,0.7665,0.62727
1362,4,0.55,0.81,1.0,0.57599,0.73096,0.6243
1363,5,0.55,0.81,1.0,0.61691,0.76307,0.62284
1364,4,0.55,0.82,1.0,0.57149,0.72732,0.62032
1365,5,0.55,0.82,1.0,0.61286,0.75997,0.61886
1366,4,0.55,0.83,1.0,0.56879,0.72513,0.61793
1367,5,0.55,0.83,1.0,0.61061,0.75823,0.61664
1368,4,0.55,0.84,1.0,0.55171,0.7111,0.60279
1369,5,0.55,0.84,1.0,0.59308,0.74457,0.59938
1370,4,0.55,0.85,1.0,0.54856,0.70848,0.6
1371,5,0.55,0.85,1.0,0.58858,0.74101,0.59495
1372,4,0.55,0.86,1.0,0.53912,0.70056,0.59163
1373,5,0.55,0.86,1.0,0.57914,0.73349,0.58566
1374,4,0.55,0.87,1.0,0.52023,0.68441,0.5749
1375,5,0.55,0.87,1.0,0.56295,0.72037,0.56972
1376,4,0.55,0.88,1.0,0.50899,0.67461,0.56494
1377,5,0.55,0.88,1.0,0.55171,0.7111,0.55865
1378,4,0.55,0.89,1.0,0.48966,0.65741,0.54781
1379,5,0.55,0.89,1.0,0.52923,0.69215,0.53652
1380,4,0.55,0.9,1.0,0.48741,0.65538,0.54582
1381,5,0.55,0.9,1.0,0.52653,0.68984,0.53386
1382,4,0.55,0.91,1.0,0.46268,0.63265,0.5239
1383,5,0.55,0.91,1.0,0.5027,0.66906,0.5104
1384,4,0.55,0.92,1.0,0.44784,0.61863,0.51076
1385,5,0.55,0.92,1.0,0.48651,0.65457,0.49447
1386,4,0.55,0.93,1.0,0.43525,0.60651,0.4996
1387,5,0.55,0.93,1.0,0.47347,0.64266,0.48163
1388,4,0.55,0.94,1.0,0.41187,0.58344,0.47888
1389,5,0.55,0.94,1.0,0.44604,0.61691,0.45463
1390,4,0.55,0.95,1.0,0.39883,0.57023,0.46733
1391,5,0.55,0.95,1.0,0.433,0.60433,0.44179
1392,4,0.55,0.96,1.0,0.37995,0.55067,0.4506
1393,5,0.55,0.96,1.0,0.41232,0.58389,0.42143
1394,4,0.55,0.97,1.0,0.36421,0.53395,0.43665
1395,5,0.55,0.97,1.0,0.39568,0.56701,0.40505
1396,4,0.55,0.98,1.0,0.35567,0.52471,0.42908
1397,5,0.55,0.98,1.0,0.38714,0.55818,0.39664
1398,4,0.55,0.99,1.0,0.35432,0.52324,0.42789
1399,5,0.55,0.99,1.0,0.38579,0.55678,0.39531
1400,4,0.6,0.0,0.97025,0.57194,0.71966,0.56209
1401,5,0.6,0.0,0.97502,0.59667,0.74031,0.58769
1402,4,0.6,0.01,0.97397,0.57194,0.72068,0.5643
1403,5,0.6,0.01,0.97789,0.59667,0.74113,0.58946
1404,4,0.6,0.02,0.97771,0.57194,0.7217,0.5665
1405,5,0.6,0.02,0.98224,0.59667,0.74238,0.59212
1406,4,0.6,0.03,0.98224,0.57194,0.72293,0.56916
1407,5,0.6,0.03,0.98662,0.59667,0.74362,0.59477
1408,4,0.6,0.04,0.98528,0.57194,0.72375,0.57092
1409,5,0.6,0.04,0.98956,0.59667,0.74446,0.59655
1410,4,0.6,0.05,0.98681,0.57194,0.72417,0.57181
1411,5,0.6,0.05,0.99104,0.59667,0.74488,0.59743
1412,4,0.6,0.06,0.98681,0.57194,0.72417,0.57181
1413,5,0.6,0.06,0.99104,0.59667,0.74488,0.59743
1414,4,0.6,0.07,0.98681,0.57194,0.72417,0.57181
1415,5,0.6,0.07,0.99252,0.59667,0.74529,0.59832
1416,4,0.6,0.08,0.98681,0.57194,0.72417,0.57181
1417,5,0.6,0.08,0.99252,0.59667,0.74529,0.59832
1418,4,0.6,0.09,0.98681,0.57194,0.72417,0.57181
1419,5,0.6,0.09,0.99252,0.59667,0.74529,0.59832
1420,4,0.6,0.1,0.98681,0.57194,0.72417,0.57181
1421,5,0.6,0.1,0.99252,0.59667,0.74529,0.59832
1422,4,0.6,0.11,0.98681,0.57194,0.72417,0.57181
1423,5,0.6,0.11,0.99252,0.59667,0.74529,0.59832
1424,4,0.6,0.12,0.98681,0.57194,0.72417,0.57181
1425,5,0.6,0.12,0.99252,0.59667,0.74529,0.59832
1426,4,0.6,0.13,0.98681,0.57194,0.72417,0.57181
1427,5,0.6,0.13,0.99252,0.59667,0.74529,0.59832
1428,4,0.6,0.14,0.98681,0.57194,0.72417,0.57181
1429,5,0.6,0.14,0.99252,0.59667,0.74529,0.59832
1430,4,0.6,0.15,0.98681,0.57194,0.72417,0.57181
1431,5,0.6,0.15,0.99252,0.59667,0.74529,0.59832
1432,4,0.6,0.16,0.98681,0.57194,0.72417,0.57181
1433,5,0.6,0.16,0.99252,0.59667,0.74529,0.59832
1434,4,0.6,0.17,0.98681,0.57194,0.72417,0.57181
1435,5,0.6,0.17,0.99252,0.59667,0.74529,0.59832
1436,4,0.6,0.18,0.98681,0.57194,0.72417,0.57181
1437,5,0.6,0.18,0.99252,0.59667,0.74529,0.59832
1438,4,0.6,0.19,0.98681,0.57194,0.72417,0.57181
1439,5,0.6,0.19,0.99252,0.59667,0.74529,0.59832
1440,4,0.6,0.2,0.98758,0.57194,0.72437,0.57225
1441,5,0.6,0.2,0.99252,0.59667,0.74529,0.59832
1442,4,0.6,0.21,0.98758,0.57194,0.72437,0.57225
1443,5,0.6,0.21,0.99252,0.59667,0.74529,0.59832
1444,4,0.6,0.22,0.98758,0.57194,0.72437,0.57225
1445,5,0.6,0.22,0.99252,0.59667,0.74529,0.59832
1446,4,0.6,0.23,0.98758,0.57194,0.72437,0.57225
1447,5,0.6,0.23,0.99252,0.59667,0.74529,0.59832
1448,4,0.6,0.24,0.98834,0.57194,0.72458,0.57269
1449,5,0.6,0.24,0.99326,0.59667,0.7455,0.59876
1450,4,0.6,0.25,0.98834,0.57194,0.72458,0.57269
1451,5,0.6,0.25,0.99326,0.59667,0.7455,0.59876
1452,4,0.6,0.26,0.98834,0.57194,0.72458,0.57269
1453,5,0.6,0.26,0.99326,0.59667,0.7455,0.59876
1454,4,0.6,0.27,0.98834,0.57194,0.72458,0.57269
1455,5,0.6,0.27,0.99326,0.59667,0.7455,0.59876
1456,4,0.6,0.28,0.98834,0.57194,0.72458,0.57269
1457,5,0.6,0.28,0.99326,0.59667,0.7455,0.59876
1458,4,0.6,0.29,0.98834,0.57194,0.72458,0.57269
1459,5,0.6,0.29,0.99326,0.59667,0.7455,0.59876
1460,4,0.6,0.3,0.98834,0.57194,0.72458,0.57269
1461,5,0.6,0.3,0.99326,0.59667,0.7455,0.59876
1462,4,0.6,0.31,0.98834,0.57194,0.72458,0.57269
1463,5,0.6,0.31,0.99326,0.59667,0.7455,0.59876
1464,4,0.6,0.32,0.98834,0.57194,0.72458,0.57269
1465,5,0.6,0.32,0.99326,0.59667,0.7455,0.59876
1466,4,0.6,0.33,0.98834,0.57194,0.72458,0.57269
1467,5,0.6,0.33,0.99326,0.59667,0.7455,0.59876
1468,4,0.6,0.34,0.98911,0.57194,0.72478,0.57313
1469,5,0.6,0.34,0.99326,0.59667,0.7455,0.59876
1470,4,0.6,0.35,0.99143,0.57194,0.72541,0.57446
1471,5,0.6,0.35,0.99326,0.59667,0.7455,0.59876
1472,4,0.6,0.36,0.9922,0.57194,0.72561,0.5749
1473,5,0.6,0.36,0.99326,0.59667,0.7455,0.59876
1474,4,0.6,0.37,0.9922,0.57194,0.72561,0.5749
1475,5,0.6,0.37,0.99326,0.59667,0.7455,0.59876
1476,4,0.6,0.38,0.99453,0.57194,0.72623,0.57623
1477,5,0.6,0.38,0.99475,0.59667,0.74592,0.59965
1478,4,0.6,0.39,0.99608,0.57194,0.72665,0.57711
1479,5,0.6,0.39,0.99625,0.59667,0.74634,0.60053
1480,4,0.6,0.4,0.99687,0.57194,0.72686,0.57755
1481,5,0.6,0.4,0.99699,0.59667,0.74655,0.60097
1482,4,0.6,0.41,0.99687,0.57194,0.72686,0.57755
1483,5,0.6,0.41,0.99699,0.59667,0.74655,0.60097
1484,4,0.6,0.42,0.99687,0.57194,0.72686,0.57755
1485,5,0.6,0.42,0.99699,0.59667,0.74655,0.60097
1486,4,0.6,0.43,0.99687,0.57194,0.72686,0.57755
1487,5,0.6,0.43,0.99699,0.59667,0.74655,0.60097
1488,4,0.6,0.44,0.99687,0.57194,0.72686,0.57755
1489,5,0.6,0.44,0.99699,0.59667,0.74655,0.60097
1490,4,0.6,0.45,0.99687,0.57194,0.72686,0.57755
1491,5,0.6,0.45,0.99699,0.59667,0.74655,0.60097
1492,4,0.6,0.46,0.99687,0.57194,0.72686,0.57755
1493,5,0.6,0.46,0.99699,0.59667,0.74655,0.60097
1494,4,0.6,0.47,0.99687,0.57194,0.72686,0.57755
1495,5,0.6,0.47,0.99699,0.59667,0.74655,0.60097
1496,4,0.6,0.48,0.99687,0.57194,0.72686,0.57755
1497,5,0.6,0.48,0.99699,0.59667,0.74655,0.60097
1498,4,0.6,0.49,0.99686,0.57149,0.72649,0.57711
1499,5,0.6,0.49,0.99699,0.59622,0.7462,0.60053
1500,4,0.6,0.5,0.99686,0.57149,0.72649,0.57711
1501,5,0.6,0.5,0.99699,0.59622,0.7462,0.60053
1502,4,0.6,0.51,0.99686,0.57149,0.72649,0.57711
1503,5,0.6,0.51,0.99699,0.59577,0.74585,0.60009
1504,4,0.6,0.52,0.99686,0.57149,0.72649,0.57711
1505,5,0.6,0.52,0.99699,0.59577,0.74585,0.60009
1506,4,0.6,0.53,0.99686,0.57149,0.72649,0.57711
1507,5,0.6,0.53,0.99699,0.59532,0.74549,0.59965
1508,4,0.6,0.54,0.99686,0.57149,0.72649,0.57711
1509,5,0.6,0.54,0.99699,0.59532,0.74549,0.59965
1510,4,0.6,0.55,0.99686,0.57104,0.72613,0.57667
1511,5,0.6,0.55,0.99699,0.59532,0.74549,0.59965
1512,4,0.6,0.56,0.99686,0.57104,0.72613,0.57667
1513,5,0.6,0.56,0.99699,0.59532,0.74549,0.59965
1514,4,0.6,0.57,0.99686,0.57059,0.72576,0.57623
1515,5,0.6,0.57,0.99698,0.59442,0.74478,0.59876
1516,4,0.6,0.58,0.99686,0.57014,0.7254,0.57578
1517,5,0.6,0.58,0.99698,0.59397,0.74443,0.59832
1518,4,0.6,0.59,0.99764,0.56969,0.72524,0.57578
1519,5,0.6,0.59,0.99773,0.59397,0.74464,0.59876
1520,4,0.6,0.6,0.99764,0.56969,0.72524,0.57578
1521,5,0.6,0.6,0.99773,0.59353,0.74429,0.59832
1522,4,0.6,0.61,0.99764,0.56969,0.72524,0.57578
1523,5,0.6,0.61,0.99773,0.59353,0.74429,0.59832
1524,4,0.6,0.62,0.99764,0.56924,0.72488,0.57534
1525,5,0.6,0.62,0.99773,0.59263,0.74359,0.59743
1526,4,0.6,0.63,0.99763,0.56879,0.72451,0.5749
1527,5,0.6,0.63,0.99773,0.59218,0.74323,0.59699
1528,4,0.6,0.64,0.99763,0.56835,0.72415,0.57446
1529,5,0.6,0.64,0.99773,0.59173,0.74288,0.59655
1530,4,0.6,0.65,0.99763,0.5679,0.72379,0.57402
1531,5,0.6,0.65,0.99772,0.59128,0.74252,0.5961
1532,4,0.6,0.66,0.99763,0.56745,0.72342,0.57357
1533,5,0.6,0.66,0.99772,0.59083,0.74216,0.59566
1534,4,0.6,0.67,0.99841,0.5643,0.72106,0.57092
1535,5,0.6,0.67,0.99847,0.58768,0.73988,0.593
1536,4,0.6,0.68,0.99841,0.56295,0.71996,0.5696
1537,5,0.6,0.68,0.99847,0.58678,0.73917,0.59212
1538,4,0.6,0.69,0.9992,0.56295,0.72016,0.57004
1539,5,0.6,0.69,0.99923,0.58633,0.73902,0.59212
1540,4,0.6,0.7,1.0,0.56205,0.71963,0.5696
1541,5,0.6,0.7,1.0,0.58543,0.73851,0.59167
1542,4,0.6,0.71,1.0,0.5616,0.71926,0.56916
1543,5,0.6,0.71,1.0,0.58498,0.73815,0.59123
1544,4,0.6,0.72,1.0,0.55935,0.71741,0.56695
1545,5,0.6,0.72,1.0,0.58363,0.73708,0.5899
1546,4,0.6,0.73,1.0,0.5589,0.71704,0.5665
1547,5,0.6,0.73,1.0,0.58228,0.736,0.58857
1548,4,0.6,0.74,1.0,0.5571,0.71556,0.56474
1549,5,0.6,0.74,1.0,0.58094,0.73493,0.58725
1550,4,0.6,0.75,1.0,0.55441,0.71334,0.56209
1551,5,0.6,0.75,1.0,0.57824,0.73277,0.58459
1552,4,0.6,0.76,1.0,0.54991,0.7096,0.55767
1553,5,0.6,0.76,1.0,0.57464,0.72987,0.58105
1554,4,0.6,0.77,1.0,0.54856,0.70848,0.55634
1555,5,0.6,0.77,1.0,0.57239,0.72805,0.57883
1556,4,0.6,0.78,1.0,0.54002,0.70132,0.54795
1557,5,0.6,0.78,1.0,0.5652,0.72221,0.57174
1558,4,0.6,0.79,1.0,0.53597,0.69789,0.54397
1559,5,0.6,0.79,1.0,0.56205,0.71963,0.56864
1560,4,0.6,0.8,1.0,0.53237,0.69483,0.54043
1561,5,0.6,0.8,1.0,0.55755,0.71593,0.56422
1562,4,0.6,0.81,1.0,0.52923,0.69215,0.53734
1563,5,0.6,0.81,1.0,0.55351,0.71259,0.56023
1564,4,0.6,0.82,1.0,0.52518,0.68868,0.53336
1565,5,0.6,0.82,1.0,0.54946,0.70923,0.55624
1566,4,0.6,0.83,1.0,0.52338,0.68713,0.5316
1567,5,0.6,0.83,1.0,0.54721,0.70735,0.55403
1568,4,0.6,0.84,1.0,0.50674,0.67263,0.51525
1569,5,0.6,0.84,1.0,0.53327,0.6956,0.5403
1570,4,0.6,0.85,1.0,0.5036,0.66986,0.51215
1571,5,0.6,0.85,1.0,0.52968,0.69254,0.53676
1572,4,0.6,0.86,1.0,0.4946,0.66185,0.50331
1573,5,0.6,0.86,1.0,0.52068,0.6848,0.5279
1574,4,0.6,0.87,1.0,0.47752,0.64638,0.48652
1575,5,0.6,0.87,1.0,0.50629,0.67223,0.51373
1576,4,0.6,0.88,1.0,0.46628,0.636,0.47548
1577,5,0.6,0.88,1.0,0.4964,0.66346,0.50399
1578,4,0.6,0.89,1.0,0.44874,0.61949,0.45824
1579,5,0.6,0.89,1.0,0.47797,0.64679,0.48583
1580,4,0.6,0.9,1.0,0.44649,0.61734,0.45603
1581,5,0.6,0.9,1.0,0.47617,0.64514,0.48406
1582,4,0.6,0.91,1.0,0.42221,0.59374,0.43217
1583,5,0.6,0.91,1.0,0.45459,0.62504,0.4628
1584,4,0.6,0.92,1.0,0.40827,0.57982,0.41847
1585,5,0.6,0.92,1.0,0.43975,0.61087,0.44818
1586,4,0.6,0.93,1.0,0.39703,0.56839,0.40742
1587,5,0.6,0.93,1.0,0.42716,0.59862,0.43578
1588,4,0.6,0.94,1.0,0.37365,0.54403,0.38445
1589,5,0.6,0.94,1.0,0.40288,0.57436,0.41187
1590,4,0.6,0.95,1.0,0.36286,0.5325,0.37384
1591,5,0.6,0.95,1.0,0.39119,0.56238,0.40035
1592,4,0.6,0.96,1.0,0.34397,0.51187,0.35528
1593,5,0.6,0.96,1.0,0.3732,0.54355,0.38264
1594,4,0.6,0.97,1.0,0.32959,0.49578,0.34114
1595,5,0.6,0.97,1.0,0.35881,0.52812,0.36847
1596,4,0.6,0.98,1.0,0.32149,0.48656,0.33319
1597,5,0.6,0.98,1.0,0.35072,0.51931,0.3605
1598,4,0.6,0.99,1.0,0.32014,0.48501,0.33186
1599,5,0.6,0.99,1.0,0.34982,0.51832,0.35961
1600,4,0.65,0.0,0.96878,0.50225,0.66154,0.49425
1601,5,0.65,0.0,0.97731,0.52293,0.68131,0.51666
1602,4,0.65,0.01,0.97215,0.50225,0.66232,0.49602
1603,5,0.65,0.01,0.97896,0.52293,0.68171,0.51755
1604,4,0.65,0.02,0.9764,0.50225,0.6633,0.49823
1605,5,0.65,0.02,0.98226,0.52293,0.68251,0.51932
1606,4,0.65,0.03,0.98068,0.50225,0.66429,0.50044
1607,5,0.65,0.03,0.98727,0.52293,0.68371,0.52199
1608,4,0.65,0.04,0.98414,0.50225,0.66508,0.50221
1609,5,0.65,0.04,0.99063,0.52293,0.68452,0.52377
1610,4,0.65,0.05,0.98588,0.50225,0.66548,0.5031
1611,5,0.65,0.05,0.99232,0.52293,0.68492,0.52466
1612,4,0.65,0.06,0.98588,0.50225,0.66548,0.5031
1613,5,0.65,0.06,0.99232,0.52293,0.68492,0.52466
1614,4,0.65,0.07,0.98588,0.50225,0.66548,0.5031
1615,5,0.65,0.07,0.99402,0.52293,0.68533,0.52554
1616,4,0.65,0.08,0.98588,0.50225,0.66548,0.5031
1617,5,0.65,0.08,0.99402,0.52293,0.68533,0.52554
1618,4,0.65,0.09,0.98588,0.50225,0.66548,0.5031
1619,5,0.65,0.09,0.99402,0.52293,0.68533,0.52554
1620,4,0.65,0.1,0.98588,0.50225,0.66548,0.5031
1621,5,0.65,0.1,0.99402,0.52293,0.68533,0.52554
1622,4,0.65,0.11,0.98588,0.50225,0.66548,0.5031
1623,5,0.65,0.11,0.99402,0.52293,0.68533,0.52554
1624,4,0.65,0.12,0.98588,0.50225,0.66548,0.5031
1625,5,0.65,0.12,0.99402,0.52293,0.68533,0.52554
1626,4,0.65,0.13,0.98588,0.50225,0.66548,0.5031
1627,5,0.65,0.13,0.99402,0.52293,0.68533,0.52554
1628,4,0.65,0.14,0.98588,0.50225,0.66548,0.5031
1629,5,0.65,0.14,0.99402,0.52293,0.68533,0.52554
1630,4,0.65,0.15,0.98588,0.50225,0.66548,0.5031
1631,5,0.65,0.15,0.99402,0.52293,0.68533,0.52554
1632,4,0.65,0.16,0.98588,0.50225,0.66548,0.5031
1633,5,0.65,0.16,0.99402,0.52293,0.68533,0.52554
1634,4,0.65,0.17,0.98588,0.50225,0.66548,0.5031
1635,5,0.65,0.17,0.99402,0.52293,0.68533,0.52554
1636,4,0.65,0.18,0.98588,0.50225,0.66548,0.5031
1637,5,0.65,0.18,0.99402,0.52293,0.68533,0.52554
1638,4,0.65,0.19,0.98588,0.50225,0.66548,0.5031
1639,5,0.65,0.19,0.99402,0.52293,0.68533,0.52554
1640,4,0.65,0.2,0.98588,0.50225,0.66548,0.5031
1641,5,0.65,0.2,0.99402,0.52293,0.68533,0.52554
1642,4,0.65,0.21,0.98588,0.50225,0.66548,0.5031
1643,5,0.65,0.21,0.99402,0.52293,0.68533,0.52554
1644,4,0.65,0.22,0.98588,0.50225,0.66548,0.5031
1645,5,0.65,0.22,0.99402,0.52293,0.68533,0.52554
1646,4,0.65,0.23,0.98588,0.50225,0.66548,0.5031
1647,5,0.65,0.23,0.99402,0.52293,0.68533,0.52554
1648,4,0.65,0.24,0.98675,0.50225,0.66568,0.50354
1649,5,0.65,0.24,0.99487,0.52293,0.68553,0.52599
1650,4,0.65,0.25,0.98675,0.50225,0.66568,0.50354
1651,5,0.65,0.25,0.99487,0.52293,0.68553,0.52599
1652,4,0.65,0.26,0.98675,0.50225,0.66568,0.50354
1653,5,0.65,0.26,0.99487,0.52293,0.68553,0.52599
1654,4,0.65,0.27,0.98675,0.50225,0.66568,0.50354
1655,5,0.65,0.27,0.99487,0.52293,0.68553,0.52599
1656,4,0.65,0.28,0.98675,0.50225,0.66568,0.50354
1657,5,0.65,0.28,0.99487,0.52293,0.68553,0.52599
1658,4,0.65,0.29,0.98675,0.50225,0.66568,0.50354
1659,5,0.65,0.29,0.99487,0.52293,0.68553,0.52599
1660,4,0.65,0.3,0.98675,0.50225,0.66568,0.50354
1661,5,0.65,0.3,0.99487,0.52293,0.68553,0.52599
1662,4,0.65,0.31,0.98675,0.50225,0.66568,0.50354
1663,5,0.65,0.31,0.99487,0.52293,0.68553,0.52599
1664,4,0.65,0.32,0.98675,0.50225,0.66568,0.50354
1665,5,0.65,0.32,0.99487,0.52293,0.68553,0.52599
1666,4,0.65,0.33,0.98675,0.50225,0.66568,0.50354
1667,5,0.65,0.33,0.99487,0.52293,0.68553,0.52599
1668,4,0.65,0.34,0.98762,0.50225,0.66587,0.50398
1669,5,0.65,0.34,0.99487,0.52293,0.68553,0.52599
1670,4,0.65,0.35,0.99025,0.50225,0.66647,0.50531
1671,5,0.65,0.35,0.99487,0.52293,0.68553,0.52599
1672,4,0.65,0.36,0.99113,0.50225,0.66667,0.50575
1673,5,0.65,0.36,0.99487,0.52293,0.68553,0.52599
1674,4,0.65,0.37,0.99113,0.50225,0.66667,0.50575
1675,5,0.65,0.37,0.99487,0.52293,0.68553,0.52599
1676,4,0.65,0.38,0.99377,0.50225,0.66727,0.50708
1677,5,0.65,0.38,0.99657,0.52293,0.68593,0.52688
1678,4,0.65,0.39,0.99554,0.50225,0.66766,0.50796
1679,5,0.65,0.39,0.99657,0.52293,0.68593,0.52688
1680,4,0.65,0.4,0.99643,0.50225,0.66786,0.50841
1681,5,0.65,0.4,0.99657,0.52293,0.68593,0.52688
1682,4,0.65,0.41,0.99643,0.50225,0.66786,0.50841
1683,5,0.65,0.41,0.99657,0.52293,0.68593,0.52688
1684,4,0.65,0.42,0.99643,0.50225,0.66786,0.50841
1685,5,0.65,0.42,0.99657,0.52293,0.68593,0.52688
1686,4,0.65,0.43,0.99643,0.50225,0.66786,0.50841
1687,5,0.65,0.43,0.99657,0.52293,0.68593,0.52688
1688,4,0.65,0.44,0.99643,0.50225,0.66786,0.50841
1689,5,0.65,0.44,0.99657,0.52293,0.68593,0.52688
1690,4,0.65,0.45,0.99643,0.50225,0.66786,0.50841
1691,5,0.65,0.45,0.99657,0.52293,0.68593,0.52688
1692,4,0.65,0.46,0.99643,0.50225,0.66786,0.50841
1693,5,0.65,0.46,0.99657,0.52293,0.68593,0.52688
1694,4,0.65,0.47,0.99643,0.50225,0.66786,0.50841
1695,5,0.65,0.47,0.99657,0.52293,0.68593,0.52688
1696,4,0.65,0.48,0.99643,0.50225,0.66786,0.50841
1697,5,0.65,0.48,0.99657,0.52293,0.68593,0.52688
1698,4,0.65,0.49,0.99643,0.5018,0.66747,0.50796
1699,5,0.65,0.49,0.99657,0.52248,0.68554,0.52643
1700,4,0.65,0.5,0.99643,0.5018,0.66747,0.50796
1701,5,0.65,0.5,0.99657,0.52248,0.68554,0.52643
1702,4,0.65,0.51,0.99643,0.5018,0.66747,0.50796
1703,5,0.65,0.51,0.99657,0.52248,0.68554,0.52643
1704,4,0.65,0.52,0.99643,0.5018,0.66747,0.50796
1705,5,0.65,0.52,0.99657,0.52248,0.68554,0.52643
1706,4,0.65,0.53,0.99643,0.5018,0.66747,0.50796
1707,5,0.65,0.53,0.99657,0.52203,0.68516,0.52599
1708,4,0.65,0.54,0.99643,0.5018,0.66747,0.50796
1709,5,0.65,0.54,0.99657,0.52203,0.68516,0.52599
1710,4,0.65,0.55,0.99643,0.50135,0.66707,0.50752
1711,5,0.65,0.55,0.99657,0.52203,0.68516,0.52599
1712,4,0.65,0.56,0.99643,0.50135,0.66707,0.50752
1713,5,0.65,0.56,0.99657,0.52203,0.68516,0.52599
1714,4,0.65,0.57,0.99642,0.5009,0.66667,0.50708
1715,5,0.65,0.57,0.99656,0.52113,0.68438,0.5251
1716,4,0.65,0.58,0.99642,0.50045,0.66627,0.50664
1717,5,0.65,0.58,0.99656,0.52068,0.68399,0.52466
1718,4,0.65,0.59,0.99731,0.5,0.66607,0.50664
1719,5,0.65,0.59,0.99742,0.52068,0.68419,0.5251
1720,4,0.65,0.6,0.99731,0.5,0.66607,0.50664
1721,5,0.65,0.6,0.99741,0.52023,0.6838,0.52466
1722,4,0.65,0.61,0.99731,0.5,0.66607,0.50664
1723,5,0.65,0.61,0.99741,0.52023,0.6838,0.52466
1724,4,0.65,0.62,0.99731,0.49955,0.66567,0.50619
1725,5,0.65,0.62,0.99741,0.51933,0.68302,0.52377
1726,4,0.65,0.63,0.9973,0.4991,0.66527,0.50575
