,q-gram size,blocking threshold,match threshold,precision,recall,f-score,acc
2583,5,0.85,0.91,1.0,0.16727,0.2866,0.17062
2584,4,0.85,0.92,1.0,0.15782,0.27262,0.16347
2585,5,0.85,0.92,1.0,0.16142,0.27797,0.1648
2586,4,0.85,0.93,1.0,0.15153,0.26318,0.15721
2587,5,0.85,0.93,1.0,0.15513,0.26859,0.15853
2588,4,0.85,0.94,1.0,0.14388,0.25156,0.14962
2589,5,0.85,0.94,1.0,0.14748,0.25705,0.15092
2590,4,0.85,0.95,1.0,0.13984,0.24537,0.1456
2591,5,0.85,0.95,1.0,0.14344,0.25089,0.14689
2592,4,0.85,0.96,1.0,0.13264,0.23421,0.13845
2593,5,0.85,0.96,1.0,0.13759,0.2419,0.14107
2594,4,0.85,0.97,1.0,0.1286,0.22789,0.13444
2595,5,0.85,0.97,1.0,0.13309,0.23492,0.13659
2596,4,0.85,0.98,1.0,0.12365,0.22009,0.12952
2597,5,0.85,0.98,1.0,0.12905,0.2286,0.13256
2598,4,0.85,0.99,1.0,0.1232,0.21937,0.12908
2599,5,0.85,0.99,1.0,0.12905,0.2286,0.13256
2600,4,0.9,0.0,0.9646,0.14703,0.25517,0.14624
2601,5,0.9,0.0,0.98235,0.15018,0.26053,0.14978
2602,4,0.9,0.01,0.96746,0.14703,0.25527,0.14669
2603,5,0.9,0.01,0.98235,0.15018,0.26053,0.14978
2604,4,0.9,0.02,0.97321,0.14703,0.25547,0.14758
2605,5,0.9,0.02,0.98235,0.15018,0.26053,0.14978
2606,4,0.9,0.03,0.97904,0.14703,0.25566,0.14848
2607,5,0.9,0.03,0.98525,0.15018,0.26063,0.15022
2608,4,0.9,0.04,0.99091,0.14703,0.25607,0.15027
2609,5,0.9,0.04,0.99405,0.15018,0.26094,0.15157
2610,4,0.9,0.05,0.99091,0.14703,0.25607,0.15027
2611,5,0.9,0.05,0.99405,0.15018,0.26094,0.15157
2612,4,0.9,0.06,0.99091,0.14703,0.25607,0.15027
2613,5,0.9,0.06,0.99405,0.15018,0.26094,0.15157
2614,4,0.9,0.07,0.99091,0.14703,0.25607,0.15027
2615,5,0.9,0.07,0.99701,0.15018,0.26104,0.15202
2616,4,0.9,0.08,0.99091,0.14703,0.25607,0.15027
2617,5,0.9,0.08,0.99701,0.15018,0.26104,0.15202
2618,4,0.9,0.09,0.99091,0.14703,0.25607,0.15027
2619,5,0.9,0.09,0.99701,0.15018,0.26104,0.15202
2620,4,0.9,0.1,0.99091,0.14703,0.25607,0.15027
2621,5,0.9,0.1,0.99701,0.15018,0.26104,0.15202
2622,4,0.9,0.11,0.99091,0.14703,0.25607,0.15027
2623,5,0.9,0.11,0.99701,0.15018,0.26104,0.15202
2624,4,0.9,0.12,0.99091,0.14703,0.25607,0.15027
2625,5,0.9,0.12,0.99701,0.15018,0.26104,0.15202
2626,4,0.9,0.13,0.99091,0.14703,0.25607,0.15027
2627,5,0.9,0.13,0.99701,0.15018,0.26104,0.15202
2628,4,0.9,0.14,0.99091,0.14703,0.25607,0.15027
2629,5,0.9,0.14,0.99701,0.15018,0.26104,0.15202
2630,4,0.9,0.15,0.99091,0.14703,0.25607,0.15027
2631,5,0.9,0.15,0.99701,0.15018,0.26104,0.15202
2632,4,0.9,0.16,0.99091,0.14703,0.25607,0.15027
2633,5,0.9,0.16,0.99701,0.15018,0.26104,0.15202
2634,4,0.9,0.17,0.99091,0.14703,0.25607,0.15027
2635,5,0.9,0.17,0.99701,0.15018,0.26104,0.15202
2636,4,0.9,0.18,0.99091,0.14703,0.25607,0.15027
2637,5,0.9,0.18,0.99701,0.15018,0.26104,0.15202
2638,4,0.9,0.19,0.99091,0.14703,0.25607,0.15027
2639,5,0.9,0.19,0.99701,0.15018,0.26104,0.15202
2640,4,0.9,0.2,0.99091,0.14703,0.25607,0.15027
2641,5,0.9,0.2,0.99701,0.15018,0.26104,0.15202
2642,4,0.9,0.21,0.99091,0.14703,0.25607,0.15027
2643,5,0.9,0.21,0.99701,0.15018,0.26104,0.15202
2644,4,0.9,0.22,0.99091,0.14703,0.25607,0.15027
2645,5,0.9,0.22,0.99701,0.15018,0.26104,0.15202
2646,4,0.9,0.23,0.99091,0.14703,0.25607,0.15027
2647,5,0.9,0.23,0.99701,0.15018,0.26104,0.15202
2648,4,0.9,0.24,0.99392,0.14703,0.25617,0.15072
2649,5,0.9,0.24,1.0,0.15018,0.26114,0.15247
2650,4,0.9,0.25,0.99392,0.14703,0.25617,0.15072
2651,5,0.9,0.25,1.0,0.15018,0.26114,0.15247
2652,4,0.9,0.26,0.99392,0.14703,0.25617,0.15072
2653,5,0.9,0.26,1.0,0.15018,0.26114,0.15247
2654,4,0.9,0.27,0.99392,0.14703,0.25617,0.15072
2655,5,0.9,0.27,1.0,0.15018,0.26114,0.15247
2656,4,0.9,0.28,0.99392,0.14703,0.25617,0.15072
2657,5,0.9,0.28,1.0,0.15018,0.26114,0.15247
2658,4,0.9,0.29,0.99392,0.14703,0.25617,0.15072
2659,5,0.9,0.29,1.0,0.15018,0.26114,0.15247
2660,4,0.9,0.3,0.99392,0.14703,0.25617,0.15072
2661,5,0.9,0.3,1.0,0.15018,0.26114,0.15247
2662,4,0.9,0.31,0.99392,0.14703,0.25617,0.15072
2663,5,0.9,0.31,1.0,0.15018,0.26114,0.15247
2664,4,0.9,0.32,0.99392,0.14703,0.25617,0.15072
2665,5,0.9,0.32,1.0,0.15018,0.26114,0.15247
2666,4,0.9,0.33,0.99392,0.14703,0.25617,0.15072
2667,5,0.9,0.33,1.0,0.15018,0.26114,0.15247
2668,4,0.9,0.34,0.99695,0.14703,0.25627,0.15116
2669,5,0.9,0.34,1.0,0.15018,0.26114,0.15247
2670,4,0.9,0.35,0.99695,0.14703,0.25627,0.15116
2671,5,0.9,0.35,1.0,0.15018,0.26114,0.15247
2672,4,0.9,0.36,0.99695,0.14703,0.25627,0.15116
2673,5,0.9,0.36,1.0,0.15018,0.26114,0.15247
2674,4,0.9,0.37,0.99695,0.14703,0.25627,0.15116
2675,5,0.9,0.37,1.0,0.15018,0.26114,0.15247
2676,4,0.9,0.38,0.99695,0.14703,0.25627,0.15116
2677,5,0.9,0.38,1.0,0.15018,0.26114,0.15247
2678,4,0.9,0.39,0.99695,0.14703,0.25627,0.15116
2679,5,0.9,0.39,1.0,0.15018,0.26114,0.15247
2680,4,0.9,0.4,0.99695,0.14703,0.25627,0.15116
2681,5,0.9,0.4,1.0,0.15018,0.26114,0.15247
2682,4,0.9,0.41,0.99695,0.14703,0.25627,0.15116
2683,5,0.9,0.41,1.0,0.15018,0.26114,0.15247
2684,4,0.9,0.42,0.99695,0.14703,0.25627,0.15116
2685,5,0.9,0.42,1.0,0.15018,0.26114,0.15247
2686,4,0.9,0.43,0.99695,0.14703,0.25627,0.15116
2687,5,0.9,0.43,1.0,0.15018,0.26114,0.15247
2688,4,0.9,0.44,0.99695,0.14703,0.25627,0.15116
2689,5,0.9,0.44,1.0,0.15018,0.26114,0.15247
2690,4,0.9,0.45,0.99695,0.14703,0.25627,0.15116
2691,5,0.9,0.45,1.0,0.15018,0.26114,0.15247
2692,4,0.9,0.46,0.99695,0.14703,0.25627,0.15116
2693,5,0.9,0.46,1.0,0.15018,0.26114,0.15247
2694,4,0.9,0.47,0.99695,0.14703,0.25627,0.15116
2695,5,0.9,0.47,1.0,0.15018,0.26114,0.15247
2696,4,0.9,0.48,0.99695,0.14703,0.25627,0.15116
2697,5,0.9,0.48,1.0,0.15018,0.26114,0.15247
2698,4,0.9,0.49,0.99695,0.14703,0.25627,0.15116
2699,5,0.9,0.49,1.0,0.15018,0.26114,0.15247
2700,4,0.9,0.5,0.99695,0.14703,0.25627,0.15116
2701,5,0.9,0.5,1.0,0.15018,0.26114,0.15247
2702,4,0.9,0.51,0.99695,0.14703,0.25627,0.15116
2703,5,0.9,0.51,1.0,0.15018,0.26114,0.15247
2704,4,0.9,0.52,0.99695,0.14703,0.25627,0.15116
2705,5,0.9,0.52,1.0,0.15018,0.26114,0.15247
2706,4,0.9,0.53,0.99695,0.14703,0.25627,0.15116
2707,5,0.9,0.53,1.0,0.14973,0.26046,0.15202
2708,4,0.9,0.54,0.99695,0.14703,0.25627,0.15116
2709,5,0.9,0.54,1.0,0.14973,0.26046,0.15202
2710,4,0.9,0.55,0.99695,0.14703,0.25627,0.15116
2711,5,0.9,0.55,1.0,0.14973,0.26046,0.15202
2712,4,0.9,0.56,0.99695,0.14703,0.25627,0.15116
2713,5,0.9,0.56,1.0,0.14973,0.26046,0.15202
2714,4,0.9,0.57,0.99695,0.14703,0.25627,0.15116
2715,5,0.9,0.57,1.0,0.14928,0.25978,0.15157
2716,4,0.9,0.58,0.99694,0.14658,0.25558,0.15072
2717,5,0.9,0.58,1.0,0.14883,0.2591,0.15112
2718,4,0.9,0.59,0.99694,0.14658,0.25558,0.15072
2719,5,0.9,0.59,1.0,0.14883,0.2591,0.15112
2720,4,0.9,0.6,0.99694,0.14658,0.25558,0.15072
2721,5,0.9,0.6,1.0,0.14883,0.2591,0.15112
2722,4,0.9,0.61,0.99694,0.14658,0.25558,0.15072
2723,5,0.9,0.61,1.0,0.14883,0.2591,0.15112
2724,4,0.9,0.62,0.99694,0.14658,0.25558,0.15072
2725,5,0.9,0.62,1.0,0.14883,0.2591,0.15112
2726,4,0.9,0.63,0.99694,0.14658,0.25558,0.15072
2727,5,0.9,0.63,1.0,0.14883,0.2591,0.15112
2728,4,0.9,0.64,0.99694,0.14658,0.25558,0.15072
2729,5,0.9,0.64,1.0,0.14883,0.2591,0.15112
2730,4,0.9,0.65,0.99693,0.14613,0.2549,0.15027
2731,5,0.9,0.65,1.0,0.14838,0.25842,0.15067
2732,4,0.9,0.66,0.99693,0.14613,0.2549,0.15027
2733,5,0.9,0.66,1.0,0.14838,0.25842,0.15067
2734,4,0.9,0.67,0.9969,0.14478,0.25284,0.14893
2735,5,0.9,0.67,1.0,0.14793,0.25773,0.15022
2736,4,0.9,0.68,0.99689,0.14433,0.25215,0.14848
2737,5,0.9,0.68,1.0,0.14748,0.25705,0.14978
2738,4,0.9,0.69,0.99689,0.14433,0.25215,0.14848
2739,5,0.9,0.69,1.0,0.14748,0.25705,0.14978
2740,4,0.9,0.7,1.0,0.14388,0.25156,0.14848
2741,5,0.9,0.7,1.0,0.14703,0.25637,0.14933
2742,4,0.9,0.71,1.0,0.14388,0.25156,0.14848
2743,5,0.9,0.71,1.0,0.14703,0.25637,0.14933
2744,4,0.9,0.72,1.0,0.14388,0.25156,0.14848
2745,5,0.9,0.72,1.0,0.14703,0.25637,0.14933
2746,4,0.9,0.73,1.0,0.14388,0.25156,0.14848
2747,5,0.9,0.73,1.0,0.14703,0.25637,0.14933
2748,4,0.9,0.74,1.0,0.14254,0.24951,0.14714
2749,5,0.9,0.74,1.0,0.14568,0.25431,0.14798
2750,4,0.9,0.75,1.0,0.14254,0.24951,0.14714
2751,5,0.9,0.75,1.0,0.14568,0.25431,0.14798
2752,4,0.9,0.76,1.0,0.14164,0.24813,0.14624
2753,5,0.9,0.76,1.0,0.14478,0.25294,0.14709
2754,4,0.9,0.77,1.0,0.14119,0.24744,0.1458
2755,5,0.9,0.77,1.0,0.14433,0.25225,0.14664
2756,4,0.9,0.78,1.0,0.13939,0.24467,0.14401
2757,5,0.9,0.78,1.0,0.14209,0.24882,0.14439
2758,4,0.9,0.79,1.0,0.13759,0.2419,0.14222
2759,5,0.9,0.79,1.0,0.14119,0.24744,0.1435
2760,4,0.9,0.8,1.0,0.13714,0.2412,0.14177
2761,5,0.9,0.8,1.0,0.14029,0.24606,0.1426
2762,4,0.9,0.81,1.0,0.13579,0.23911,0.14043
2763,5,0.9,0.81,1.0,0.13894,0.24398,0.14126
2764,4,0.9,0.82,1.0,0.13399,0.23632,0.13864
2765,5,0.9,0.82,1.0,0.13759,0.2419,0.13991
2766,4,0.9,0.83,1.0,0.13354,0.23562,0.13819
2767,5,0.9,0.83,1.0,0.13714,0.2412,0.13946
2768,4,0.9,0.84,1.0,0.1268,0.22506,0.13148
2769,5,0.9,0.84,1.0,0.13129,0.23211,0.13363
2770,4,0.9,0.85,1.0,0.12545,0.22293,0.13014
2771,5,0.9,0.85,1.0,0.12995,0.23001,0.13229
2772,4,0.9,0.86,1.0,0.1241,0.2208,0.1288
2773,5,0.9,0.86,1.0,0.12815,0.22719,0.13049
2774,4,0.9,0.87,1.0,0.11915,0.21293,0.12388
2775,5,0.9,0.87,1.0,0.1241,0.2208,0.12646
2776,4,0.9,0.88,1.0,0.11826,0.21151,0.12299
2777,5,0.9,0.88,1.0,0.1232,0.21937,0.12556
2778,4,0.9,0.89,1.0,0.11286,0.20283,0.11762
2779,5,0.9,0.89,1.0,0.11781,0.21079,0.12018
2780,4,0.9,0.9,1.0,0.11196,0.20137,0.11673
2781,5,0.9,0.9,1.0,0.11691,0.20935,0.11928
2782,4,0.9,0.91,1.0,0.10836,0.19553,0.11315
2783,5,0.9,0.91,1.0,0.11286,0.20283,0.11525
2784,4,0.9,0.92,1.0,0.10387,0.18819,0.10868
2785,5,0.9,0.92,1.0,0.11016,0.19846,0.11256
2786,4,0.9,0.93,1.0,0.09892,0.18003,0.10376
2787,5,0.9,0.93,1.0,0.10567,0.19114,0.10807
2788,4,0.9,0.94,1.0,0.09353,0.17106,0.09839
2789,5,0.9,0.94,1.0,0.10027,0.18226,0.10269
2790,4,0.9,0.95,1.0,0.09083,0.16653,0.09571
2791,5,0.9,0.95,1.0,0.09757,0.17779,0.1
2792,4,0.9,0.96,1.0,0.08678,0.1597,0.09168
2793,5,0.9,0.96,1.0,0.09397,0.1718,0.09641
2794,4,0.9,0.97,1.0,0.08318,0.15358,0.0881
2795,5,0.9,0.97,1.0,0.09083,0.16653,0.09327
2796,4,0.9,0.98,1.0,0.08004,0.14822,0.08497
2797,5,0.9,0.98,1.0,0.08813,0.16198,0.09058
2798,4,0.9,0.99,1.0,0.08004,0.14822,0.08497
2799,5,0.9,0.99,1.0,0.08813,0.16198,0.09058
2800,4,0.95,0.0,0.95833,0.07239,0.13461,0.07216
2801,5,0.95,0.0,0.97714,0.07689,0.14256,0.07675
2802,4,0.95,0.01,0.96407,0.07239,0.13467,0.07261
2803,5,0.95,0.01,0.97714,0.07689,0.14256,0.07675
2804,4,0.95,0.02,0.96988,0.07239,0.13472,0.07306
2805,5,0.95,0.02,0.97714,0.07689,0.14256,0.07675
2806,4,0.95,0.03,0.97576,0.07239,0.13478,0.07351
2807,5,0.95,0.03,0.98276,0.07689,0.14262,0.0772
2808,4,0.95,0.04,0.99383,0.07239,0.13495,0.07485
2809,5,0.95,0.04,0.99419,0.07689,0.14274,0.0781
2810,4,0.95,0.05,0.99383,0.07239,0.13495,0.07485
2811,5,0.95,0.05,0.99419,0.07689,0.14274,0.0781
2812,4,0.95,0.06,0.99383,0.07239,0.13495,0.07485
2813,5,0.95,0.06,0.99419,0.07689,0.14274,0.0781
2814,4,0.95,0.07,0.99383,0.07239,0.13495,0.07485
2815,5,0.95,0.07,0.99419,0.07689,0.14274,0.0781
2816,4,0.95,0.08,0.99383,0.07239,0.13495,0.07485
2817,5,0.95,0.08,0.99419,0.07689,0.14274,0.0781
2818,4,0.95,0.09,0.99383,0.07239,0.13495,0.07485
2819,5,0.95,0.09,0.99419,0.07689,0.14274,0.0781
2820,4,0.95,0.1,0.99383,0.07239,0.13495,0.07485
2821,5,0.95,0.1,0.99419,0.07689,0.14274,0.0781
2822,4,0.95,0.11,0.99383,0.07239,0.13495,0.07485
2823,5,0.95,0.11,0.99419,0.07689,0.14274,0.0781
2824,4,0.95,0.12,0.99383,0.07239,0.13495,0.07485
2825,5,0.95,0.12,0.99419,0.07689,0.14274,0.0781
2826,4,0.95,0.13,0.99383,0.07239,0.13495,0.07485
2827,5,0.95,0.13,0.99419,0.07689,0.14274,0.0781
2828,4,0.95,0.14,0.99383,0.07239,0.13495,0.07485
2829,5,0.95,0.14,0.99419,0.07689,0.14274,0.0781
2830,4,0.95,0.15,0.99383,0.07239,0.13495,0.07485
2831,5,0.95,0.15,0.99419,0.07689,0.14274,0.0781
2832,4,0.95,0.16,0.99383,0.07239,0.13495,0.07485
2833,5,0.95,0.16,0.99419,0.07689,0.14274,0.0781
2834,4,0.95,0.17,0.99383,0.07239,0.13495,0.07485
2835,5,0.95,0.17,0.99419,0.07689,0.14274,0.0781
2836,4,0.95,0.18,0.99383,0.07239,0.13495,0.07485
2837,5,0.95,0.18,0.99419,0.07689,0.14274,0.0781
2838,4,0.95,0.19,0.99383,0.07239,0.13495,0.07485
2839,5,0.95,0.19,0.99419,0.07689,0.14274,0.0781
2840,4,0.95,0.2,0.99383,0.07239,0.13495,0.07485
2841,5,0.95,0.2,0.99419,0.07689,0.14274,0.0781
2842,4,0.95,0.21,0.99383,0.07239,0.13495,0.07485
2843,5,0.95,0.21,0.99419,0.07689,0.14274,0.0781
2844,4,0.95,0.22,0.99383,0.07239,0.13495,0.07485
2845,5,0.95,0.22,0.99419,0.07689,0.14274,0.0781
2846,4,0.95,0.23,0.99383,0.07239,0.13495,0.07485
2847,5,0.95,0.23,0.99419,0.07689,0.14274,0.0781
2848,4,0.95,0.24,1.0,0.07239,0.13501,0.0753
2849,5,0.95,0.24,1.0,0.07689,0.1428,0.07855
2850,4,0.95,0.25,1.0,0.07239,0.13501,0.0753
2851,5,0.95,0.25,1.0,0.07689,0.1428,0.07855
2852,4,0.95,0.26,1.0,0.07239,0.13501,0.0753
2853,5,0.95,0.26,1.0,0.07689,0.1428,0.07855
2854,4,0.95,0.27,1.0,0.07239,0.13501,0.0753
2855,5,0.95,0.27,1.0,0.07689,0.1428,0.07855
2856,4,0.95,0.28,1.0,0.07239,0.13501,0.0753
2857,5,0.95,0.28,1.0,0.07689,0.1428,0.07855
2858,4,0.95,0.29,1.0,0.07239,0.13501,0.0753
2859,5,0.95,0.29,1.0,0.07689,0.1428,0.07855
2860,4,0.95,0.3,1.0,0.07239,0.13501,0.0753
2861,5,0.95,0.3,1.0,0.07689,0.1428,0.07855
2862,4,0.95,0.31,1.0,0.07239,0.13501,0.0753
2863,5,0.95,0.31,1.0,0.07689,0.1428,0.07855
2864,4,0.95,0.32,1.0,0.07239,0.13501,0.0753
2865,5,0.95,0.32,1.0,0.07689,0.1428,0.07855
2866,4,0.95,0.33,1.0,0.07239,0.13501,0.0753
2867,5,0.95,0.33,1.0,0.07689,0.1428,0.07855
2868,4,0.95,0.34,1.0,0.07239,0.13501,0.0753
2869,5,0.95,0.34,1.0,0.07689,0.1428,0.07855
2870,4,0.95,0.35,1.0,0.07239,0.13501,0.0753
2871,5,0.95,0.35,1.0,0.07689,0.1428,0.07855
2872,4,0.95,0.36,1.0,0.07239,0.13501,0.0753
2873,5,0.95,0.36,1.0,0.07689,0.1428,0.07855
2874,4,0.95,0.37,1.0,0.07239,0.13501,0.0753
2875,5,0.95,0.37,1.0,0.07689,0.1428,0.07855
2876,4,0.95,0.38,1.0,0.07239,0.13501,0.0753
2877,5,0.95,0.38,1.0,0.07689,0.1428,0.07855
2878,4,0.95,0.39,1.0,0.07239,0.13501,0.0753
2879,5,0.95,0.39,1.0,0.07689,0.1428,0.07855
2880,4,0.95,0.4,1.0,0.07239,0.13501,0.0753
2881,5,0.95,0.4,1.0,0.07689,0.1428,0.07855
2882,4,0.95,0.41,1.0,0.07239,0.13501,0.0753
2883,5,0.95,0.41,1.0,0.07689,0.1428,0.07855
2884,4,0.95,0.42,1.0,0.07239,0.13501,0.0753
2885,5,0.95,0.42,1.0,0.07689,0.1428,0.07855
2886,4,0.95,0.43,1.0,0.07239,0.13501,0.0753
2887,5,0.95,0.43,1.0,0.07689,0.1428,0.07855
2888,4,0.95,0.44,1.0,0.07239,0.13501,0.0753
2889,5,0.95,0.44,1.0,0.07689,0.1428,0.07855
2890,4,0.95,0.45,1.0,0.07239,0.13501,0.0753
2891,5,0.95,0.45,1.0,0.07689,0.1428,0.07855
2892,4,0.95,0.46,1.0,0.07239,0.13501,0.0753
2893,5,0.95,0.46,1.0,0.07689,0.1428,0.07855
2894,4,0.95,0.47,1.0,0.07239,0.13501,0.0753
2895,5,0.95,0.47,1.0,0.07689,0.1428,0.07855
2896,4,0.95,0.48,1.0,0.07239,0.13501,0.0753
2897,5,0.95,0.48,1.0,0.07689,0.1428,0.07855
2898,4,0.95,0.49,1.0,0.07239,0.13501,0.0753
2899,5,0.95,0.49,1.0,0.07689,0.1428,0.07855
2900,4,0.95,0.5,1.0,0.07239,0.13501,0.0753
2901,5,0.95,0.5,1.0,0.07689,0.1428,0.07855
2902,4,0.95,0.51,1.0,0.07239,0.13501,0.0753
2903,5,0.95,0.51,1.0,0.07689,0.1428,0.07855
2904,4,0.95,0.52,1.0,0.07239,0.13501,0.0753
2905,5,0.95,0.52,1.0,0.07689,0.1428,0.07855
2906,4,0.95,0.53,1.0,0.07239,0.13501,0.0753
2907,5,0.95,0.53,1.0,0.07644,0.14202,0.0781
2908,4,0.95,0.54,1.0,0.07239,0.13501,0.0753
2909,5,0.95,0.54,1.0,0.07644,0.14202,0.0781
2910,4,0.95,0.55,1.0,0.07239,0.13501,0.0753
2911,5,0.95,0.55,1.0,0.07644,0.14202,0.0781
2912,4,0.95,0.56,1.0,0.07239,0.13501,0.0753
2913,5,0.95,0.56,1.0,0.07644,0.14202,0.0781
2914,4,0.95,0.57,1.0,0.07239,0.13501,0.0753
2915,5,0.95,0.57,1.0,0.07644,0.14202,0.0781
2916,4,0.95,0.58,1.0,0.07194,0.13422,0.07485
2917,5,0.95,0.58,1.0,0.07644,0.14202,0.0781
2918,4,0.95,0.59,1.0,0.07194,0.13422,0.07485
2919,5,0.95,0.59,1.0,0.07644,0.14202,0.0781
2920,4,0.95,0.6,1.0,0.07194,0.13422,0.07485
2921,5,0.95,0.6,1.0,0.07644,0.14202,0.0781
2922,4,0.95,0.61,1.0,0.07194,0.13422,0.07485
2923,5,0.95,0.61,1.0,0.07644,0.14202,0.0781
2924,4,0.95,0.62,1.0,0.07194,0.13422,0.07485
2925,5,0.95,0.62,1.0,0.07644,0.14202,0.0781
2926,4,0.95,0.63,1.0,0.07194,0.13422,0.07485
2927,5,0.95,0.63,1.0,0.07644,0.14202,0.0781
2928,4,0.95,0.64,1.0,0.07194,0.13422,0.07485
2929,5,0.95,0.64,1.0,0.07644,0.14202,0.0781
2930,4,0.95,0.65,1.0,0.07149,0.13344,0.07441
2931,5,0.95,0.65,1.0,0.07599,0.14125,0.07765
2932,4,0.95,0.66,1.0,0.07149,0.13344,0.07441
2933,5,0.95,0.66,1.0,0.07599,0.14125,0.07765
2934,4,0.95,0.67,1.0,0.07149,0.13344,0.07441
2935,5,0.95,0.67,1.0,0.07599,0.14125,0.07765
2936,4,0.95,0.68,1.0,0.07104,0.13266,0.07396
2937,5,0.95,0.68,1.0,0.07554,0.14047,0.0772
2938,4,0.95,0.69,1.0,0.07104,0.13266,0.07396
2939,5,0.95,0.69,1.0,0.07554,0.14047,0.0772
2940,4,0.95,0.7,1.0,0.07059,0.13187,0.07351
2941,5,0.95,0.7,1.0,0.07554,0.14047,0.0772
2942,4,0.95,0.71,1.0,0.07059,0.13187,0.07351
2943,5,0.95,0.71,1.0,0.07554,0.14047,0.0772
2944,4,0.95,0.72,1.0,0.07059,0.13187,0.07351
2945,5,0.95,0.72,1.0,0.07554,0.14047,0.0772
2946,4,0.95,0.73,1.0,0.07059,0.13187,0.07351
2947,5,0.95,0.73,1.0,0.07554,0.14047,0.0772
2948,4,0.95,0.74,1.0,0.07014,0.13109,0.07306
2949,5,0.95,0.74,1.0,0.07509,0.13969,0.07675
2950,4,0.95,0.75,1.0,0.07014,0.13109,0.07306
2951,5,0.95,0.75,1.0,0.07509,0.13969,0.07675
2952,4,0.95,0.76,1.0,0.06969,0.1303,0.07261
2953,5,0.95,0.76,1.0,0.07464,0.13891,0.0763
2954,4,0.95,0.77,1.0,0.06969,0.1303,0.07261
2955,5,0.95,0.77,1.0,0.07464,0.13891,0.0763
2956,4,0.95,0.78,1.0,0.0679,0.12717,0.07082
2957,5,0.95,0.78,1.0,0.07284,0.13579,0.07451
2958,4,0.95,0.79,1.0,0.067,0.12559,0.06992
2959,5,0.95,0.79,1.0,0.07194,0.13422,0.07361
2960,4,0.95,0.8,1.0,0.06655,0.12479,0.06948
2961,5,0.95,0.8,1.0,0.07149,0.13344,0.07316
2962,4,0.95,0.81,1.0,0.06565,0.12321,0.06858
2963,5,0.95,0.81,1.0,0.07104,0.13266,0.07271
2964,4,0.95,0.82,1.0,0.06475,0.12162,0.06768
2965,5,0.95,0.82,1.0,0.07059,0.13187,0.07226
2966,4,0.95,0.83,1.0,0.06475,0.12162,0.06768
2967,5,0.95,0.83,1.0,0.07059,0.13187,0.07226
2968,4,0.95,0.84,1.0,0.06025,0.11365,0.0632
2969,5,0.95,0.84,1.0,0.06745,0.12638,0.06912
2970,4,0.95,0.85,1.0,0.05935,0.11205,0.0623
2971,5,0.95,0.85,1.0,0.06655,0.12479,0.06822
2972,4,0.95,0.86,1.0,0.05845,0.11044,0.06141
2973,5,0.95,0.86,1.0,0.06565,0.12321,0.06732
2974,4,0.95,0.87,1.0,0.05665,0.10723,0.05961
2975,5,0.95,0.87,1.0,0.06385,0.12004,0.06553
2976,4,0.95,0.88,1.0,0.05665,0.10723,0.05961
2977,5,0.95,0.88,1.0,0.06385,0.12004,0.06553
2978,4,0.95,0.89,1.0,0.05351,0.10158,0.05648
2979,5,0.95,0.89,1.0,0.0607,0.11445,0.06239
2980,4,0.95,0.9,1.0,0.05306,0.10077,0.05603
2981,5,0.95,0.9,1.0,0.06025,0.11365,0.06194
2982,4,0.95,0.91,1.0,0.05081,0.09671,0.05379
2983,5,0.95,0.91,1.0,0.05755,0.10884,0.05925
2984,4,0.95,0.92,1.0,0.04946,0.09426,0.05244
2985,5,0.95,0.92,1.0,0.05621,0.10644,0.0579
2986,4,0.95,0.93,1.0,0.04631,0.08852,0.04931
2987,5,0.95,0.93,1.0,0.05306,0.10077,0.05476
2988,4,0.95,0.94,1.0,0.04406,0.0844,0.04706
2989,5,0.95,0.94,1.0,0.05036,0.09589,0.05206
2990,4,0.95,0.95,1.0,0.04317,0.08277,0.04617
2991,5,0.95,0.95,1.0,0.04901,0.09344,0.05072
2992,4,0.95,0.96,1.0,0.04092,0.07862,0.04393
2993,5,0.95,0.96,1.0,0.04676,0.08934,0.04847
2994,4,0.95,0.97,1.0,0.03867,0.07446,0.04169
2995,5,0.95,0.97,1.0,0.04496,0.08605,0.04668
2996,4,0.95,0.98,1.0,0.03732,0.07195,0.04034
2997,5,0.95,0.98,1.0,0.04406,0.0844,0.04578
2998,4,0.95,0.99,1.0,0.03732,0.07195,0.04034
2999,5,0.95,0.99,1.0,0.04406,0.0844,0.04578
